date_time,h_r,p_f,p_r,f_p,f_r,c_p,c_r,ph_f,t_f
2021-06-01T13:42:58Z,0.003794,0.006,0.052,0.068,1.039,488.332,12.829,7.138,20.031
2021-06-01T13:42:59Z,0.003865,0.006,0.052,0.068,1.031,489.966,12.829,7.138,20.031
2021-06-01T13:42:59Z,0.003934,0.005,0.052,0.068,1.027,491.6,12.831,7.138,20.036
2021-06-01T13:42:59Z,0.00401,0.005,0.052,0.068,1.031,491.192,12.829,7.137,20.031
2021-06-01T13:42:59Z,0.004074,0.005,0.052,0.068,1.015,490.375,12.829,7.138,20.031
2021-06-01T13:43:00Z,0.004146,0.005,0.052,0.068,1.031,490.375,12.829,7.138,20.031
2021-06-01T13:43:00Z,0.004213,0.005,0.052,0.068,1.035,491.192,12.829,7.138,20.031
2021-06-01T13:43:00Z,0.004288,0.004,0.052,0.068,1.035,490.783,12.831,7.138,20.031
2021-06-01T13:43:00Z,0.004356,0.004,0.052,0.068,1.031,491.192,12.831,7.139,20.027
2021-06-01T13:43:01Z,0.004421,0.004,0.052,0.068,1.031,490.375,12.831,7.138,20.036
2021-06-01T13:43:01Z,0.00449,0.004,0.052,0.068,1.052,491.6,12.831,7.138,20.031
2021-06-01T13:43:01Z,0.00456,0.003,0.052,0.068,1.031,490.375,12.829,7.137,20.031
2021-06-01T13:43:01Z,0.00463,0.003,0.053,0.068,1.027,490.375,12.831,7.138,20.031
2021-06-01T13:43:02Z,0.004703,0.003,0.052,0.068,1.031,490.375,12.827,7.138,20.027
2021-06-01T13:43:02Z,0.004767,0.003,0.052,0.068,1.031,490.783,12.827,7.138,20.027
2021-06-01T13:43:02Z,0.004843,0.003,0.052,0.068,1.068,488.332,12.829,7.138,20.031
2021-06-01T13:43:02Z,0.004909,0.002,0.052,0.068,1.027,489.558,12.829,7.138,20.031
2021-06-01T13:43:03Z,0.004977,0.002,0.052,0.068,1.056,491.192,12.831,7.147,20.027
2021-06-01T13:43:03Z,0.005045,0.002,0.053,0.068,1.027,490.375,12.829,7.151,20.031
2021-06-01T13:43:03Z,0.005123,0.002,0.052,0.068,1.027,490.375,12.829,7.152,20.031
2021-06-01T13:43:03Z,0.005187,0.002,0.052,0.068,1.023,491.192,12.827,7.152,20.031
2021-06-01T13:43:04Z,0.005258,0.001,0.052,0.068,1.035,490.375,12.827,7.153,20.031
2021-06-01T13:43:04Z,0.005323,0.002,0.052,0.068,1.027,489.966,12.827,7.152,20.031
2021-06-01T13:43:04Z,0.005397,0.002,0.052,0.068,0.978,490.783,12.831,7.153,20.027
2021-06-01T13:43:04Z,0.005462,0.001,0.052,0.068,0.994,490.375,12.829,7.148,20.031
2021-06-01T13:43:05Z,0.005531,0.001,0.052,0.068,1.035,489.966,12.831,7.142,20.027
2021-06-01T13:43:05Z,0.005601,0.001,0.052,0.068,1.027,490.375,12.831,7.14,20.027
2021-06-01T13:43:05Z,0.005669,0.001,0.053,0.068,1.031,490.783,12.831,7.139,20.031
2021-06-01T13:43:05Z,0.005746,0.001,0.053,0.068,1.031,491.192,12.829,7.145,20.031
2021-06-01T13:43:06Z,0.005814,0.001,0.052,0.068,1.027,490.783,12.829,7.15,20.031
2021-06-01T13:43:06Z,0.005879,0.643,0.052,0.068,1.007,490.783,12.827,7.152,20.031
2021-06-01T13:43:06Z,0.005957,0.481,0.052,0.068,1.035,490.375,12.829,7.152,20.031
2021-06-01T13:43:07Z,0.006088,0.409,0.053,0.068,1.293,490.375,12.831,7.153,20.031
2021-06-01T13:43:07Z,0.006159,0.396,0.053,0.068,2.438,490.783,12.831,7.154,20.031
2021-06-01T13:43:07Z,0.006232,0.396,0.053,0.068,2.663,490.375,12.829,7.153,20.031
2021-06-01T13:43:07Z,0.006296,0.396,0.053,0.068,2.732,491.192,12.829,7.153,20.031
2021-06-01T13:43:08Z,0.006364,0.396,0.053,0.068,2.843,490.375,12.825,7.153,20.031
2021-06-01T13:43:08Z,0.006434,0.395,0.053,0.068,2.892,490.375,12.829,7.154,20.031
2021-06-01T13:43:08Z,0.006509,0.395,0.052,0.068,2.961,491.192,12.829,7.153,20.031
2021-06-01T13:43:08Z,0.006579,0.395,0.052,0.068,2.957,490.375,12.831,7.153,20.036
2021-06-01T13:43:09Z,0.006642,0.395,0.051,0.068,2.961,490.783,12.831,7.153,20.036
2021-06-01T13:43:09Z,0.006712,0.395,0.052,0.068,2.953,491.192,12.827,7.153,20.04
2021-06-01T13:43:09Z,0.006789,0.394,0.052,0.068,2.965,489.966,12.827,7.153,20.04
2021-06-01T13:43:09Z,0.006855,0.395,0.052,0.068,2.875,490.783,12.831,7.152,20.04
2021-06-01T13:43:10Z,0.006922,0.394,0.052,0.068,2.978,489.966,12.829,7.153,20.04
2021-06-01T13:43:10Z,0.006992,0.394,0.053,0.068,2.982,490.783,12.827,7.153,20.036
2021-06-01T13:43:10Z,0.007061,0.395,0.052,0.068,2.912,490.375,12.829,7.153,20.04
2021-06-01T13:43:10Z,0.007129,0.394,0.052,0.068,2.986,490.783,12.831,7.153,20.031
2021-06-01T13:43:11Z,0.007202,0.394,0.058,0.068,3.685,504.265,12.916,7.162,20.023
2021-06-01T13:43:11Z,0.007268,0.393,0.079,0.068,3.922,506.307,12.924,7.161,20.04
2021-06-01T13:43:11Z,0.007345,0.393,0.119,0.068,4.822,504.265,12.926,7.16,20.044
2021-06-01T13:43:11Z,0.007412,0.393,0.157,0.068,5.967,504.673,12.903,7.168,20.044
2021-06-01T13:43:12Z,0.007477,0.392,0.17,0.068,5.819,504.673,12.92,7.181,20.031
2021-06-01T13:43:12Z,0.007547,0.392,0.178,0.068,6.915,503.856,12.905,7.182,20.014
2021-06-01T13:43:12Z,0.007618,0.392,0.187,0.068,7.316,503.448,12.918,7.182,20.036
2021-06-01T13:43:12Z,0.007684,0.392,0.194,0.068,9.021,503.448,12.914,7.182,20.031
2021-06-01T13:43:13Z,0.00776,0.391,0.202,0.068,10.829,505.49,12.916,7.182,20.018
2021-06-01T13:43:13Z,0.007824,0.39,0.208,0.068,12.951,504.673,12.905,7.174,20.01
2021-06-01T13:43:13Z,0.007893,0.389,0.215,0.068,12.325,503.448,12.922,7.17,20.023
2021-06-01T13:43:13Z,0.007965,0.389,0.223,0.068,12.599,505.49,12.924,7.169,20.006
2021-06-01T13:43:14Z,0.008032,0.388,0.231,0.068,11.475,503.039,12.903,7.168,20.031
2021-06-01T13:43:14Z,0.008102,0.386,0.237,0.068,10.277,504.673,12.918,7.167,20.014
2021-06-01T13:43:14Z,0.008176,0.386,0.244,0.068,10.489,502.631,12.916,7.167,19.993
2021-06-01T13:43:14Z,0.00824,0.385,0.262,0.068,13.552,505.49,12.907,7.167,20.01
2021-06-01T13:43:15Z,0.008313,0.384,0.282,0.068,15.126,503.039,12.907,7.168,20.014
2021-06-01T13:43:15Z,0.00838,0.385,0.301,0.068,16.381,504.265,12.91,7.166,20.006
2021-06-01T13:43:15Z,0.008456,0.387,0.324,0.068,19.043,504.265,12.907,7.166,20.006
2021-06-01T13:43:15Z,0.008523,0.388,0.351,0.068,23.554,504.265,12.901,7.166,20.001
2021-06-01T13:43:16Z,0.008593,0.389,0.373,0.068,26.432,504.265,12.907,7.166,20.023
2021-06-01T13:43:16Z,0.008658,0.39,0.392,0.068,28.55,503.039,12.903,7.166,20.01
2021-06-01T13:43:16Z,0.00873,0.392,0.405,0.068,31.499,503.448,12.905,7.167,20.01
2021-06-01T13:43:16Z,0.008797,0.397,0.429,0.068,33.265,503.039,12.912,7.167,20.001
2021-06-01T13:43:17Z,0.008872,0.41,0.445,0.068,33.682,503.856,12.907,7.167,20.001
2021-06-01T13:43:17Z,0.008935,0.428,0.459,0.068,35.71,503.856,12.903,7.167,20.023
2021-06-01T13:43:17Z,0.009006,0.445,0.473,0.068,37.669,501.814,12.903,7.166,19.988
2021-06-01T13:43:17Z,0.009075,0.467,0.484,0.068,37.853,503.039,12.907,7.165,20.01
2021-06-01T13:43:18Z,0.009144,0.49,0.495,0.068,38.871,503.448,12.899,7.166,20.01
2021-06-01T13:43:18Z,0.009219,0.515,0.504,0.068,39.374,503.448,12.856,7.166,19.997
2021-06-01T13:43:18Z,0.009288,0.545,0.515,0.068,39.345,504.265,12.841,7.167,19.993
2021-06-01T13:43:18Z,0.009354,0.571,0.529,0.068,39.648,504.265,12.833,7.166,20.006
2021-06-01T13:43:19Z,0.00942,0.596,0.54,0.068,40.486,502.222,12.841,7.167,19.993
2021-06-01T13:43:19Z,0.009491,0.618,0.55,0.068,40.409,502.631,12.833,7.166,20.001
2021-06-01T13:43:19Z,0.009561,0.642,0.563,0.068,41.746,503.039,12.907,7.167,20.01
2021-06-01T13:43:19Z,0.009639,0.665,0.569,0.068,42.179,502.631,12.891,7.166,19.988
2021-06-01T13:43:20Z,0.0097,0.688,0.584,0.068,41.717,504.673,13.092,7.166,19.993
2021-06-01T13:43:20Z,0.009769,0.704,0.591,0.068,42.13,503.448,13.241,7.166,19.997
2021-06-01T13:43:20Z,0.009839,0.724,0.6,0.068,42.048,502.631,13.431,7.167,19.993
2021-06-01T13:43:20Z,0.009908,0.742,0.605,0.068,42.032,503.448,13.696,7.166,19.988
2021-06-01T13:43:21Z,0.009984,0.756,0.613,0.068,42.821,502.631,13.961,7.167,19.984
2021-06-01T13:43:21Z,0.010047,0.771,0.621,0.068,43.259,503.856,14.292,7.167,19.997
2021-06-01T13:43:21Z,0.010123,0.78,0.626,0.068,43.144,500.996,14.609,7.166,19.993
2021-06-01T13:43:21Z,0.010191,0.792,0.635,0.068,43.733,503.856,14.949,7.166,19.984
2021-06-01T13:43:22Z,0.010255,0.802,0.643,0.068,43.815,503.448,15.419,7.169,19.997
2021-06-01T13:43:22Z,0.01033,0.809,0.652,0.068,43.851,502.222,15.822,7.176,19.988
2021-06-01T13:43:22Z,0.010393,0.819,0.657,0.068,44.387,503.856,16.274,7.179,19.971
2021-06-01T13:43:22Z,0.010463,0.823,0.667,0.068,44.457,505.082,16.742,7.181,19.975
2021-06-01T13:43:23Z,0.010539,0.822,0.67,0.068,45.242,501.814,17.226,7.181,19.971
2021-06-01T13:43:23Z,0.010602,0.827,0.679,0.068,45.487,502.222,17.623,7.182,19.967
2021-06-01T13:43:23Z,0.010673,0.828,0.686,0.068,46.1,503.448,18.085,7.181,19.954
2021-06-01T13:43:23Z,0.010743,0.831,0.693,0.068,46.096,503.039,18.551,7.181,19.971
2021-06-01T13:43:24Z,0.010817,0.833,0.697,0.068,46.002,502.631,18.959,7.181,19.958
2021-06-01T13:43:24Z,0.010879,0.83,0.708,0.068,45.667,504.265,19.427,7.181,19.949
2021-06-01T13:43:24Z,0.010956,0.837,0.717,0.068,46.043,503.039,19.834,7.181,19.967
2021-06-01T13:43:24Z,0.011023,0.835,0.726,0.068,46.317,502.222,20.304,7.181,19.941
2021-06-01T13:43:25Z,0.011087,0.832,0.731,0.068,46.137,503.856,20.72,7.181,19.941
2021-06-01T13:43:25Z,0.011156,0.832,0.733,0.068,46.583,504.673,21.132,7.181,19.932
2021-06-01T13:43:25Z,0.011235,0.829,0.738,0.068,46.624,503.856,21.532,7.182,19.945
2021-06-01T13:43:25Z,0.011296,0.826,0.741,0.068,46.538,502.222,22.025,7.181,19.945
2021-06-01T13:43:26Z,0.011366,0.823,0.744,0.068,46.8,502.631,22.333,7.182,19.924
2021-06-01T13:43:26Z,0.011436,0.82,0.755,0.068,47.393,500.179,22.749,7.182,19.936
2021-06-01T13:43:26Z,0.011504,0.818,0.759,0.068,47.581,502.222,23.159,7.181,19.941
2021-06-01T13:43:26Z,0.011577,0.813,0.763,0.068,47.36,502.631,23.532,7.181,19.928
2021-06-01T13:43:27Z,0.011643,0.813,0.77,0.068,47.617,501.405,24.126,7.182,19.915
2021-06-01T13:43:27Z,0.011713,0.808,0.773,0.068,47.511,503.448,24.432,7.181,19.919
2021-06-01T13:43:27Z,0.011783,0.808,0.78,0.068,47.838,502.222,24.902,7.182,19.898
2021-06-01T13:43:27Z,0.01185,0.806,0.782,0.068,48.096,503.856,25.192,7.181,19.906
2021-06-01T13:43:28Z,0.011921,0.803,0.785,0.068,48.542,501.814,25.527,7.182,19.906
2021-06-01T13:43:28Z,0.011991,0.802,0.792,0.068,48.247,503.448,25.795,7.181,19.872
2021-06-01T13:43:28Z,0.012059,0.801,0.794,0.068,48.672,503.039,26.066,7.181,19.902
2021-06-01T13:43:28Z,0.01213,0.8,0.8,0.068,48.329,503.448,26.349,7.181,19.876
2021-06-01T13:43:29Z,0.012199,0.799,0.806,0.068,49.098,503.856,26.556,7.181,19.863
2021-06-01T13:43:29Z,0.012268,0.797,0.808,0.068,49.347,502.631,26.755,7.185,19.859
2021-06-01T13:43:29Z,0.012338,0.799,0.816,0.068,48.783,504.265,26.89,7.186,19.854
2021-06-01T13:43:29Z,0.012409,0.8,0.818,0.068,48.648,504.265,26.979,7.188,19.859
2021-06-01T13:43:30Z,0.012481,0.801,0.821,0.068,48.955,502.222,27.047,7.188,19.867
2021-06-01T13:43:30Z,0.012545,0.803,0.826,0.068,48.595,502.222,26.975,7.188,19.859
2021-06-01T13:43:30Z,0.012616,0.805,0.831,0.068,49.249,503.039,26.91,7.189,19.846
2021-06-01T13:43:30Z,0.012687,0.81,0.834,0.068,49.265,503.448,26.832,7.188,19.85
2021-06-01T13:43:31Z,0.012758,0.811,0.837,0.068,49.944,503.856,26.618,7.189,19.833
2021-06-01T13:43:31Z,0.012824,0.814,0.839,0.068,49.543,503.039,26.424,7.189,19.824
2021-06-01T13:43:31Z,0.012894,0.819,0.845,0.068,49.682,502.631,26.211,7.188,19.829
2021-06-01T13:43:31Z,0.012962,0.821,0.845,0.068,49.335,502.631,25.863,7.188,19.85
2021-06-01T13:43:32Z,0.013034,0.825,0.848,0.068,49.441,501.814,25.592,7.189,19.811
2021-06-01T13:43:32Z,0.013103,0.832,0.853,0.068,50.202,502.631,25.325,7.188,19.803
2021-06-01T13:43:32Z,0.013171,0.833,0.855,0.068,50.239,503.039,24.915,7.189,19.824
2021-06-01T13:43:32Z,0.013241,0.839,0.857,0.068,50.177,501.814,24.59,7.189,19.79
2021-06-01T13:43:33Z,0.013309,0.843,0.859,0.068,49.642,503.039,24.155,7.188,19.803
2021-06-01T13:43:33Z,0.013379,0.847,0.861,0.068,49.772,502.222,23.904,7.188,19.794
2021-06-01T13:43:33Z,0.013452,0.852,0.865,0.068,50.046,501.814,23.552,7.188,19.785
2021-06-01T13:43:33Z,0.013523,0.857,0.869,0.068,50.095,503.039,23.298,7.188,19.785
2021-06-01T13:43:34Z,0.013589,0.861,0.868,0.068,49.92,502.631,22.931,7.188,19.79
2021-06-01T13:43:34Z,0.013658,0.865,0.871,0.068,50.014,503.039,22.675,7.188,19.777
2021-06-01T13:43:34Z,0.013727,0.867,0.875,0.068,50.169,503.856,22.399,7.188,19.781
2021-06-01T13:43:34Z,0.013801,0.873,0.877,0.068,50.774,503.448,22.13,7.189,19.76
2021-06-01T13:43:35Z,0.013871,0.877,0.877,0.068,50.504,503.856,21.716,7.189,19.777
2021-06-01T13:43:35Z,0.013934,0.879,0.878,0.068,50.447,503.856,21.468,7.189,19.768
2021-06-01T13:43:35Z,0.014004,0.883,0.881,0.068,50.136,502.631,21.424,7.188,19.772
2021-06-01T13:43:35Z,0.01408,0.884,0.875,0.068,49.617,502.631,21.122,7.196,19.755
2021-06-01T13:43:36Z,0.014149,0.887,0.876,0.068,50.239,504.265,20.913,7.201,19.751
2021-06-01T13:43:36Z,0.01422,0.89,0.885,0.068,50.263,503.448,20.783,7.202,19.738
2021-06-01T13:43:36Z,0.014281,0.89,0.889,0.068,50.533,502.631,20.64,7.204,19.751
2021-06-01T13:43:36Z,0.01436,0.893,0.89,1.026,50.803,502.222,20.576,7.204,19.729
2021-06-01T13:43:37Z,0.014422,0.892,0.889,1.026,50.639,503.856,20.495,7.204,19.725
2021-06-01T13:43:37Z,0.014492,0.895,0.892,1.177,50.431,504.673,20.42,7.204,19.716
2021-06-01T13:43:37Z,0.014562,0.893,0.896,1.244,50.672,502.631,20.364,7.204,19.721
2021-06-01T13:43:37Z,0.014634,0.895,0.89,1.289,50.435,502.631,20.377,7.204,19.729
2021-06-01T13:43:38Z,0.014699,0.896,0.886,1.289,50.934,523.874,20.379,7.205,19.725
2021-06-01T13:43:38Z,0.014769,0.893,0.895,1.289,51.334,522.24,20.379,7.204,19.716
2021-06-01T13:43:38Z,0.014839,0.894,0.895,1.289,51.388,522.24,20.443,7.205,19.721
2021-06-01T13:43:38Z,0.014908,0.892,0.903,1.289,51.003,524.691,20.499,7.204,19.708
2021-06-01T13:43:39Z,0.014982,0.893,0.9,0.068,50.484,522.649,20.571,7.204,19.691
2021-06-01T13:43:39Z,0.015045,0.892,0.901,0.068,50.459,522.24,20.648,7.205,19.691
2021-06-01T13:43:39Z,0.015117,0.89,0.894,0.068,51.036,522.649,20.766,7.204,19.682
2021-06-01T13:43:39Z,0.015187,0.89,0.902,0.609,50.905,522.649,20.851,7.204,19.686
2021-06-01T13:43:40Z,0.015254,0.887,0.902,1.859,50.746,522.24,20.969,7.204,19.695
2021-06-01T13:43:40Z,0.015323,0.886,0.907,1.89,51.253,522.24,21.116,7.204,19.678
2021-06-01T13:43:40Z,0.015395,0.884,0.904,1.985,51.159,295.097,21.259,7.204,19.682
2021-06-01T13:43:40Z,0.015462,0.879,0.903,1.965,50.676,295.505,21.377,7.204,19.66
2021-06-01T13:43:41Z,0.015539,0.88,0.907,2.111,50.635,295.505,21.517,7.204,19.669
2021-06-01T13:43:41Z,0.015601,0.875,0.909,2.03,51.453,293.871,21.654,7.204,19.669
2021-06-01T13:43:41Z,0.015671,0.873,0.911,1.969,51.343,294.688,21.869,7.204,19.652
2021-06-01T13:43:41Z,0.015742,0.871,0.903,1.738,51.743,295.097,21.992,7.205,19.656
2021-06-01T13:43:42Z,0.015811,0.868,0.914,1.718,51.612,295.914,22.128,7.204,19.652
2021-06-01T13:43:42Z,0.015879,0.869,0.908,1.817,51.539,295.097,22.325,7.207,19.647
2021-06-01T13:43:42Z,0.015948,0.867,0.909,1.869,51.003,294.688,22.457,7.209,19.656
2021-06-01T13:43:42Z,0.016018,0.867,0.913,1.876,51.003,1326.23,22.668,7.21,19.652
2021-06-01T13:43:43Z,0.016089,0.867,0.904,1.867,51.294,1323.37,22.801,7.211,19.643
2021-06-01T13:43:43Z,0.016158,0.865,0.913,1.793,51.968,1326.23,22.929,7.21,19.639
2021-06-01T13:43:43Z,0.016228,0.867,0.915,1.869,51.555,3978.007,23.07,7.211,19.621
2021-06-01T13:43:43Z,0.016295,0.865,0.916,1.902,51.567,3976.782,23.275,7.211,19.626
2021-06-01T13:43:44Z,0.016366,0.866,0.915,1.889,51.347,3977.599,23.377,7.211,19.639
2021-06-01T13:43:44Z,0.016434,0.866,0.917,1.915,50.966,5328.612,23.526,7.211,19.639
2021-06-01T13:43:44Z,0.016511,0.866,0.912,1.912,51.195,5328.612,23.548,7.212,19.639
2021-06-01T13:43:44Z,0.016574,0.867,0.921,1.836,51.433,5328.612,23.685,7.211,19.647
2021-06-01T13:43:45Z,0.016644,0.864,0.918,1.835,51.289,5130.066,23.762,7.211,19.621
2021-06-01T13:43:45Z,0.016719,0.866,0.92,1.93,51.78,5128.023,23.755,7.212,19.621
2021-06-01T13:43:45Z,0.016781,0.868,0.917,1.893,51.621,5128.432,23.834,7.211,19.621
2021-06-01T13:43:45Z,0.016856,0.868,0.92,1.899,51.993,5127.615,23.838,7.211,19.609
2021-06-01T13:43:46Z,0.016922,0.866,0.907,1.809,51.604,4813.045,23.836,7.212,19.639
2021-06-01T13:43:46Z,0.016996,0.866,0.909,1.793,51.506,4812.228,23.836,7.212,19.647
2021-06-01T13:43:46Z,0.017063,0.867,0.918,1.905,51.159,4813.862,23.832,7.211,19.647
2021-06-01T13:43:46Z,0.017129,0.869,0.91,1.906,50.778,4484.178,23.766,7.211,19.613
2021-06-01T13:43:47Z,0.0172,0.869,0.922,1.891,51.065,4484.178,23.755,7.211,19.6
2021-06-01T13:43:47Z,0.017269,0.87,0.925,1.881,51.621,4483.769,23.772,7.211,19.617
2021-06-01T13:43:47Z,0.017338,0.871,0.926,1.814,51.719,4134.475,23.681,7.211,19.609
2021-06-01T13:43:47Z,0.017407,0.872,0.924,1.801,51.318,4136.109,23.627,7.211,19.609
2021-06-01T13:43:48Z,0.017484,0.873,0.926,1.901,51.482,4135.7,23.548,7.212,19.621
2021-06-01T13:43:48Z,0.017546,0.871,0.922,1.901,51.396,3877.917,23.478,7.211,19.626
2021-06-01T13:43:48Z,0.017617,0.875,0.928,1.898,50.954,3876.691,23.418,7.212,19.63
2021-06-01T13:43:48Z,0.017689,0.875,0.929,1.886,51.289,3877.508,23.364,7.211,19.617
2021-06-01T13:43:49Z,0.01776,0.877,0.929,1.884,51.756,3679.371,23.283,7.211,19.617
2021-06-01T13:43:49Z,0.017826,0.877,0.924,1.86,52.328,3679.779,23.215,7.211,19.621
2021-06-01T13:43:49Z,0.017893,0.878,0.928,1.861,51.666,3678.554,23.136,7.211,19.63
2021-06-01T13:43:49Z,0.017967,0.88,0.928,1.797,51.682,3430.984,23.074,7.212,19.621
2021-06-01T13:43:50Z,0.018035,0.879,0.927,1.815,51.931,3431.392,22.929,7.21,19.621
2021-06-01T13:43:50Z,0.018102,0.88,0.93,1.786,52.524,3431.392,22.938,7.211,19.621
2021-06-01T13:43:50Z,0.018171,0.881,0.92,1.905,52.164,3222.224,22.801,7.21,19.617
2021-06-01T13:43:50Z,0.018248,0.881,0.929,1.904,51.935,3220.999,22.737,7.219,19.617
2021-06-01T13:43:51Z,0.01831,0.882,0.919,1.863,52.291,3221.407,22.733,7.223,19.613
2021-06-01T13:43:51Z,0.018381,0.881,0.916,1.886,51.596,3022.452,22.594,7.225,19.596
2021-06-01T13:43:51Z,0.018452,0.883,0.924,1.878,51.923,3023.269,22.532,7.226,19.613
2021-06-01T13:43:51Z,0.01852,0.882,0.927,1.883,51.682,3022.044,22.461,7.226,19.621
2021-06-01T13:43:52Z,0.018594,0.883,0.915,1.814,51.645,2852.912,22.461,7.227,19.613
2021-06-01T13:43:52Z,0.018657,0.883,0.93,1.795,51.825,2852.912,22.408,7.227,19.626
2021-06-01T13:43:52Z,0.018728,0.882,0.905,1.899,52.185,2854.137,22.379,7.225,19.613
2021-06-01T13:43:52Z,0.018803,0.881,0.923,1.894,51.498,2852.503,22.317,7.226,19.609
2021-06-01T13:43:53Z,0.018869,0.881,0.925,1.894,51.195,2673.158,22.327,7.226,19.617
2021-06-01T13:43:53Z,0.018935,0.881,0.927,1.906,51.281,2674.792,22.319,7.226,19.617
2021-06-01T13:43:53Z,0.019004,0.879,0.927,1.805,51.657,2673.975,22.323,7.226,19.596
2021-06-01T13:43:53Z,0.019075,0.88,0.924,1.819,51.15,2516.69,22.325,7.226,19.609
2021-06-01T13:43:54Z,0.01915,0.879,0.929,1.925,51.142,2516.69,22.317,7.226,19.621
2021-06-01T13:43:54Z,0.019212,0.878,0.931,1.925,51.134,2517.099,22.319,7.227,19.634
2021-06-01T13:43:54Z,0.019284,0.876,0.931,1.909,51.527,2396.582,22.377,7.225,19.63
2021-06-01T13:43:54Z,0.019352,0.876,0.931,1.871,51.469,2396.582,22.383,7.226,19.604
2021-06-01T13:43:55Z,0.019427,0.876,0.932,1.808,51.412,2396.991,22.451,7.226,19.617
2021-06-01T13:43:55Z,0.019496,0.874,0.921,1.936,51.416,2267.486,22.455,7.226,19.613
2021-06-01T13:43:55Z,0.019561,0.876,0.927,1.92,51.285,2267.486,22.457,7.226,19.604
2021-06-01T13:43:55Z,0.019635,0.872,0.925,1.917,51.784,2267.486,22.53,7.227,19.583
2021-06-01T13:43:56Z,0.019706,0.873,0.926,1.906,52.324,2146.561,22.592,7.227,19.621
2021-06-01T13:43:56Z,0.019769,0.871,0.922,1.906,52.058,2146.969,22.671,7.225,19.626
2021-06-01T13:43:56Z,0.019838,0.871,0.933,1.808,52.075,2146.561,22.658,7.226,19.639
