date_time,h_r,p_f,p_r,f_p,f_r,c_p,c_r,t_f
2021-08-12T19:15:12Z,0.022362,0.680069,0.589156,2.112671,46.236353,194.631621,1.5620559999999999,20.342062
2021-08-12T19:15:12Z,0.022501,0.677484,0.58263,2.108858,46.243542,194.631621,1.465472,20.320488
2021-08-12T19:15:13Z,0.022639,0.672558,0.591224,2.069995,46.248572,194.255308,1.457376,20.320488
2021-08-12T19:15:13Z,0.022779,0.671104,0.594132,2.001884,46.498433,182.096233,1.457376,20.281654
2021-08-12T19:15:14Z,0.022919,0.666258,0.591612,2.009176,46.538132,173.245666,1.457376,20.277339
2021-08-12T19:15:14Z,0.023055,0.662865,0.590707,2.02694,46.70911,167.10436,1.457376,20.268709
2021-08-12T19:15:15Z,0.023201,0.65915,0.592516,2.028542,46.630079,160.121175,1.457376,20.260079
2021-08-12T19:15:15Z,0.023331,0.655677,0.592322,2.038734,46.402876,157.752994,1.457376,20.238505
2021-08-12T19:15:16Z,0.023488,0.65285,0.596587,2.038656,46.239943,157.000368,1.457376,20.229875
2021-08-12T19:15:16Z,0.023627,0.649135,0.593615,2.036925,46.208532,149.097805,1.457376,20.178096
2021-08-12T19:15:17Z,0.02375,0.645743,0.598008,2.035114,46.265817,139.689992,1.457376,20.160837
2021-08-12T19:15:17Z,0.023891,0.640493,0.588187,1.996709,46.492173,139.689992,1.465528,20.165152
2021-08-12T19:15:18Z,0.024047,0.63605,0.591741,1.98848,46.433301,131.411117,1.465528,20.186726
2021-08-12T19:15:18Z,0.024169,0.634273,0.600916,1.979712,46.336699,129.905867,1.478591,20.152207
2021-08-12T19:15:19Z,0.024306,0.629589,0.603371,1.970684,46.330557,129.905867,1.476484,20.182411
2021-08-12T19:15:19Z,0.024452,0.6266,0.594972,1.971626,46.332734,119.745429,1.477302,20.152207
2021-08-12T19:15:20Z,0.024583,0.623127,0.602402,1.91496,46.434476,119.745429,1.628181,20.152207
2021-08-12T19:15:20Z,0.024722,0.620139,0.602661,1.930226,46.659998,111.245108,1.655041,20.143577
2021-08-12T19:15:21Z,0.024792,0.618685,0.597039,1.909437,46.730074,108.021008,1.688469,20.130633
2021-08-12T19:15:21Z,0.02493,0.61497,0.604664,1.923728,46.954577,104.692928,1.734546,20.134948
2021-08-12T19:15:22Z,0.025073,0.611658,0.599495,1.888187,46.612095,103.069444,1.742698,20.087484
2021-08-12T19:15:22Z,0.025208,0.609155,0.604018,1.861023,46.674076,101.306115,1.742698,20.100428
2021-08-12T19:15:22Z,0.025277,0.609397,0.603695,1.856382,46.633088,101.306115,1.742698,20.078854
2021-08-12T19:15:23Z,0.025354,0.604955,0.601885,1.859794,46.551112,101.306115,1.791611,20.083169
2021-08-12T19:15:23Z,0.025486,0.603097,0.601239,1.828081,46.529546,101.306115,1.799763,20.096114
2021-08-12T19:15:23Z,0.025555,0.601401,0.605762,1.78858,46.670825,101.306115,1.799763,20.052965
2021-08-12T19:15:24Z,0.025697,0.599139,0.602144,1.772022,46.774879,101.306115,1.799763,20.070224
2021-08-12T19:15:24Z,0.025836,0.596474,0.598525,1.744085,47.137413,103.018522,1.801801,20.087484
2021-08-12T19:15:25Z,0.025973,0.594293,0.606344,1.748703,47.100295,103.056706,1.801801,20.065909
2021-08-12T19:15:25Z,0.026109,0.592597,0.607184,1.736482,47.391457,103.965137,1.809953,20.04002
2021-08-12T19:15:26Z,0.026252,0.589689,0.605633,1.72104,47.75799,100.581953,1.809953,20.052965
2021-08-12T19:15:26Z,0.026397,0.588639,0.600787,1.72104,48.044865,94.828164,1.809953,20.03139
2021-08-12T19:15:27Z,0.026532,0.587832,0.602338,1.798411,47.003298,93.177764,1.802283,20.018445
2021-08-12T19:15:27Z,0.026669000000000002,0.583793,0.596199,1.782879,46.86189,92.545153,1.799476,20.009816
2021-08-12T19:15:28Z,0.026805,0.584439,0.601045,1.758616,46.859669,89.31978,1.798257,20.014131
2021-08-12T19:15:28Z,0.026882,0.582339,0.600981,1.706593,46.904295,86.818488,1.80003,20.02276
2021-08-12T19:15:29Z,0.027017,0.580724,0.593873,1.693907,46.956369,86.075512,1.792594,20.018445
2021-08-12T19:15:29Z,0.02716,0.578543,0.582178,1.701712,46.529532,85.757859,1.795754,19.988241
2021-08-12T19:15:30Z,0.027317,0.577978,0.602015,1.684028,46.53781,85.500989,1.795724,20.014131
2021-08-12T19:15:30Z,0.027438,0.575716,0.602079,1.676537,46.750961,83.619426,1.797419,19.992556
2021-08-12T19:15:30Z,0.027569,0.574586,0.599624,1.679287,46.743873,83.619426,1.755945,19.945092
2021-08-12T19:15:31Z,0.027639,0.573293,0.600205,1.688812,46.676437,83.619426,1.74134,19.962352
2021-08-12T19:15:31Z,0.027712,0.572728,0.599301,1.748178,46.93871,84.523056,1.72028,19.975297
2021-08-12T19:15:32Z,0.027851,0.570709,0.601756,1.750992,46.945544,84.508303,1.72028,19.975297
2021-08-12T19:15:32Z,0.027985,0.567882,0.60027,1.750213,46.884084,84.343828,1.72028,19.949407
2021-08-12T19:15:32Z,0.028055,0.568205,0.600528,1.733895,46.809281,84.69779,1.72028,19.975297
2021-08-12T19:15:33Z,0.028194,0.56554,0.600399,1.734441,46.621777,85.03402,1.72028,19.962352
2021-08-12T19:15:33Z,0.028265,0.564974,0.602725,1.712364,46.262116,85.561468,1.737931,19.958037
2021-08-12T19:15:34Z,0.028421,0.56247,0.601175,1.710326,46.208111,85.621947,1.738695,19.945092
2021-08-12T19:15:34Z,0.028541,0.560532,0.590384,1.708289,46.220112,85.682426,1.739459,19.953722
2021-08-12T19:15:35Z,0.028689,0.559724,0.605827,1.711958,46.432273,80.01912,1.77617,19.949407
2021-08-12T19:15:35Z,0.02882,0.557059,0.596845,1.685165,46.464085,74.570949,1.784346,19.923518
2021-08-12T19:15:36Z,0.028961,0.557059,0.606925,1.67226,46.274588,75.50242,1.793393,19.936463
2021-08-12T19:15:36Z,0.029099,0.55504,0.593356,1.674146,46.605601,74.102379,1.832552,19.906258
2021-08-12T19:15:37Z,0.02924,0.552294,0.606279,1.638607,46.874379,74.143192,1.852567,19.901943
2021-08-12T19:15:37Z,0.029376,0.551728,0.593744,1.617484,47.090273,77.610969,1.879246,19.927833
2021-08-12T19:15:38Z,0.029515,0.548982,0.607248,1.618312,46.756283,74.534527,1.879246,19.893314
2021-08-12T19:15:38Z,0.029654,0.54769,0.598073,1.600313,46.575087,76.418173,1.879246,19.884684
2021-08-12T19:15:39Z,0.029792,0.547448,0.607701,1.597634,46.678902,75.908903,1.915371,19.901943
2021-08-12T19:15:39Z,0.029933,0.546074,0.606085,1.576399,46.837051,76.290099,1.936406,19.932148
2021-08-12T19:15:40Z,0.030071,0.545751,0.604922,1.598597,46.90381,75.893474,1.939589,19.910573
2021-08-12T19:15:40Z,0.030222,0.54454,0.607571,1.578201,47.067352,76.424684,1.948538,19.910573
