date_time,p_f,p_r,f_p,f_r,c_p,c_r,ph_f,t_f
2021-06-01T12:58:40Z,0.403,0.052,0.068,1.358,579.843,12.957,7.226,19.837
2021-06-01T12:58:40Z,0.394,0.052,0.068,2.066,579.843,12.955,7.227,19.842
2021-06-01T12:58:40Z,0.393,0.053,0.068,2.495,580.252,12.957,7.227,19.837
2021-06-01T12:58:41Z,0.393,0.052,0.068,2.712,579.435,12.957,7.226,19.837
2021-06-01T12:58:41Z,0.393,0.053,0.068,2.822,580.252,12.957,7.227,19.837
2021-06-01T12:58:41Z,0.393,0.052,0.068,2.904,579.026,12.959,7.226,19.846
2021-06-01T12:58:41Z,0.393,0.052,0.068,2.941,579.843,12.959,7.226,19.842
2021-06-01T12:58:42Z,0.392,0.052,0.068,2.961,579.026,12.959,7.226,19.846
2021-06-01T12:58:42Z,0.392,0.052,0.068,3.023,579.843,12.955,7.226,19.846
2021-06-01T12:58:42Z,0.392,0.053,0.068,2.99,580.252,12.959,7.227,19.85
2021-06-01T12:58:42Z,0.392,0.053,0.068,3.043,579.435,12.955,7.227,19.846
2021-06-01T12:58:43Z,0.391,0.052,0.068,3.002,580.66,12.957,7.226,19.85
2021-06-01T12:58:43Z,0.391,0.053,0.068,3.023,579.026,12.961,7.226,19.85
2021-06-01T12:58:43Z,0.391,0.053,0.068,2.969,579.026,12.959,7.227,19.85
2021-06-01T12:58:43Z,0.39,0.053,0.068,3.014,580.252,12.955,7.227,19.854
2021-06-01T12:58:44Z,0.39,0.052,0.068,2.998,579.843,12.955,7.226,19.854
2021-06-01T12:58:44Z,0.391,0.052,0.068,3.023,578.617,12.955,7.227,19.854
2021-06-01T12:58:44Z,0.39,0.052,0.068,3.031,580.252,12.959,7.227,19.854
2021-06-01T12:58:44Z,0.391,0.057,0.068,4.883,594.142,13.042,7.235,19.846
2021-06-01T12:58:45Z,0.391,0.078,0.068,6.846,594.959,13.081,7.234,19.837
2021-06-01T12:58:45Z,0.391,0.106,0.068,6.87,591.282,13.042,7.235,19.842
2021-06-01T12:58:45Z,0.39,0.136,0.068,5.386,592.508,13.036,7.255,19.842
2021-06-01T12:58:45Z,0.39,0.153,0.068,8.007,592.099,13.038,7.267,19.85
2021-06-01T12:58:46Z,0.391,0.169,0.068,7.786,593.325,13.036,7.262,19.854
2021-06-01T12:58:46Z,0.389,0.18,0.068,9.246,592.099,13.048,7.259,19.837
2021-06-01T12:58:46Z,0.388,0.191,0.068,12.186,593.733,13.046,7.256,19.854
2021-06-01T12:58:46Z,0.387,0.201,0.068,9.929,593.325,13.036,7.255,19.842
2021-06-01T12:58:47Z,0.386,0.209,0.068,8.686,591.282,13.032,7.251,19.842
2021-06-01T12:58:47Z,0.386,0.215,0.068,7.639,592.099,13.038,7.25,19.85
2021-06-01T12:58:47Z,0.386,0.22,0.068,8.036,592.508,13.042,7.249,19.824
2021-06-01T12:58:47Z,0.385,0.229,0.068,9.921,592.099,13.038,7.25,19.842
2021-06-01T12:58:48Z,0.384,0.236,0.068,10.567,591.282,13.036,7.249,19.846
2021-06-01T12:58:48Z,0.384,0.244,0.068,11.851,593.325,13.042,7.249,19.833
2021-06-01T12:58:48Z,0.383,0.256,0.068,10.91,592.508,13.038,7.249,19.829
2021-06-01T12:58:48Z,0.383,0.276,0.068,11.622,591.69,13.03,7.249,19.941
2021-06-01T12:58:49Z,0.384,0.297,0.068,15.314,590.465,13.04,7.249,19.863
2021-06-01T12:58:49Z,0.384,0.319,0.068,19.788,592.508,13.034,7.249,19.859
2021-06-01T12:58:49Z,0.385,0.343,0.068,24.003,592.508,13.046,7.249,19.846
2021-06-01T12:58:49Z,0.386,0.362,0.068,26.371,592.099,13.04,7.249,19.829
2021-06-01T12:58:50Z,0.386,0.378,0.068,28.44,593.325,13.048,7.249,19.846
2021-06-01T12:58:50Z,0.388,0.39,0.068,29.777,593.733,13.036,7.247,19.85
2021-06-01T12:58:50Z,0.393,0.404,0.068,32.922,592.508,13.057,7.249,19.859
2021-06-01T12:58:50Z,0.405,0.421,0.068,34.479,592.099,13.028,7.249,19.863
2021-06-01T12:58:51Z,0.422,0.436,0.068,35.71,592.916,13.034,7.248,19.872
2021-06-01T12:58:51Z,0.441,0.446,0.068,34.614,592.099,13.04,7.249,19.88
2021-06-01T12:58:51Z,0.463,0.458,0.068,35.706,592.916,13.054,7.248,19.859
2021-06-01T12:58:51Z,0.487,0.469,0.068,36.238,591.282,12.963,7.248,19.872
2021-06-01T12:58:52Z,0.514,0.479,0.068,37.297,593.325,12.978,7.249,19.876
2021-06-01T12:58:52Z,0.541,0.49,0.068,38.037,590.873,12.968,7.249,19.867
2021-06-01T12:58:52Z,0.569,0.496,0.068,38.695,592.916,12.961,7.249,19.85
2021-06-01T12:58:52Z,0.6,0.508,0.068,39.202,592.916,12.97,7.248,19.859
2021-06-01T12:58:53Z,0.625,0.517,0.068,39.717,590.465,12.905,7.249,19.872
2021-06-01T12:58:53Z,0.653,0.527,0.068,39.26,593.325,12.97,7.248,19.859
2021-06-01T12:58:53Z,0.677,0.538,0.068,39.558,591.282,12.97,7.249,19.863
2021-06-01T12:58:53Z,0.703,0.547,0.068,40.151,592.099,13.032,7.248,19.876
2021-06-01T12:58:54Z,0.726,0.557,0.068,41.149,591.69,13.115,7.248,19.867
2021-06-01T12:58:54Z,0.748,0.565,0.068,40.707,590.873,13.172,7.248,19.854
2021-06-01T12:58:54Z,0.768,0.572,0.068,41.329,592.508,13.301,7.248,19.854
2021-06-01T12:58:54Z,0.786,0.579,0.068,42.257,592.916,13.489,7.248,19.85
2021-06-01T12:58:55Z,0.804,0.586,0.068,41.754,591.69,13.829,7.249,19.859
2021-06-01T12:58:55Z,0.817,0.592,0.068,41.876,591.69,14.081,7.248,19.854
2021-06-01T12:58:55Z,0.829,0.599,0.068,42.093,591.69,14.543,7.248,19.833
2021-06-01T12:58:55Z,0.841,0.603,0.068,42.437,592.099,14.943,7.249,19.842
2021-06-01T12:58:56Z,0.849,0.609,0.068,43.218,591.282,15.406,7.249,19.85
2021-06-01T12:58:56Z,0.856,0.616,0.068,43.851,592.099,15.967,7.248,19.876
2021-06-01T12:58:56Z,0.862,0.624,0.068,43.52,591.282,16.561,7.249,19.846
2021-06-01T12:58:56Z,0.867,0.627,0.068,43.312,593.325,17.383,7.248,19.85
2021-06-01T12:58:57Z,0.871,0.633,0.068,43.618,592.099,18.129,7.248,19.842
2021-06-01T12:58:57Z,0.872,0.639,0.068,44.968,592.508,18.692,7.247,19.854
2021-06-01T12:58:57Z,0.874,0.645,0.068,44.776,592.508,19.29,7.248,19.846
2021-06-01T12:58:57Z,0.872,0.65,0.068,44.33,591.69,19.89,7.248,19.854
2021-06-01T12:58:58Z,0.873,0.656,0.068,44.489,593.325,20.439,7.248,19.833
2021-06-01T12:58:58Z,0.871,0.659,0.068,44.816,591.69,20.973,7.248,19.859
2021-06-01T12:58:58Z,0.87,0.664,0.068,44.829,591.282,21.528,7.248,19.811
2021-06-01T12:58:58Z,0.868,0.673,0.068,44.547,591.282,22.068,7.248,19.833
2021-06-01T12:58:59Z,0.863,0.68,0.068,45.107,591.69,22.623,7.248,19.824
2021-06-01T12:58:59Z,0.859,0.691,0.068,45.495,592.508,23.163,7.248,19.798
2021-06-01T12:58:59Z,0.856,0.694,0.068,45.548,592.916,23.627,7.248,19.824
2021-06-01T12:58:59Z,0.85,0.697,0.068,45.516,591.282,24.165,7.249,19.803
2021-06-01T12:59:00Z,0.847,0.703,0.068,45.041,592.508,24.648,7.247,19.794
2021-06-01T12:59:00Z,0.843,0.708,0.068,45.413,591.282,25.194,7.248,19.79
2021-06-01T12:59:00Z,0.837,0.71,0.068,45.843,592.508,25.666,7.248,19.79
2021-06-01T12:59:00Z,0.834,0.714,0.068,46.796,594.142,26.142,7.249,19.79
2021-06-01T12:59:01Z,0.828,0.715,0.068,46.534,592.508,26.556,7.252,19.781
2021-06-01T12:59:01Z,0.825,0.72,0.068,46.358,594.142,27.03,7.254,19.785
2021-06-01T12:59:01Z,0.823,0.72,0.068,46.227,590.873,27.38,7.254,19.79
2021-06-01T12:59:01Z,0.82,0.724,0.068,46.62,592.508,27.78,7.254,19.764
2021-06-01T12:59:02Z,0.817,0.727,0.068,46.407,591.282,28.134,7.254,19.755
2021-06-01T12:59:02Z,0.812,0.732,0.068,46.395,590.873,28.535,7.255,19.751
2021-06-01T12:59:02Z,0.81,0.736,0.068,46.44,592.916,28.871,7.254,19.742
2021-06-01T12:59:02Z,0.808,0.737,0.068,46.546,591.282,29.136,7.255,19.76
2021-06-01T12:59:03Z,0.807,0.736,0.068,47.065,593.325,29.482,7.255,19.725
2021-06-01T12:59:03Z,0.806,0.738,0.068,46.796,591.282,29.755,7.255,19.734
2021-06-01T12:59:03Z,0.807,0.746,0.068,46.697,590.465,30.016,7.255,19.725
2021-06-01T12:59:03Z,0.806,0.749,0.068,46.579,591.69,30.235,7.254,19.716
2021-06-01T12:59:04Z,0.808,0.751,0.068,46.931,591.282,30.308,7.254,19.729
2021-06-01T12:59:04Z,0.81,0.759,0.068,46.935,590.056,30.438,7.255,19.721
2021-06-01T12:59:04Z,0.811,0.761,0.068,47.462,592.099,30.38,7.254,19.708
2021-06-01T12:59:04Z,0.813,0.763,0.068,47.278,591.69,30.378,7.255,19.691
2021-06-01T12:59:05Z,0.816,0.759,0.068,47.204,592.099,30.134,7.254,19.695
2021-06-01T12:59:05Z,0.82,0.765,0.068,47.536,592.099,29.854,7.254,19.691
2021-06-01T12:59:05Z,0.824,0.773,0.068,47.585,592.916,29.469,7.254,19.699
2021-06-01T12:59:05Z,0.827,0.776,0.068,47.397,591.69,29.074,7.255,19.686
2021-06-01T12:59:06Z,0.835,0.781,0.068,47.634,591.282,28.672,7.254,19.673
2021-06-01T12:59:06Z,0.838,0.783,0.068,47.806,591.282,28.254,7.255,19.656
2021-06-01T12:59:06Z,0.843,0.784,0.068,48.03,591.69,27.825,7.261,19.682
2021-06-01T12:59:06Z,0.85,0.785,0.068,48.21,591.69,27.366,7.266,19.66
2021-06-01T12:59:07Z,0.854,0.79,0.068,48.648,591.282,26.966,7.268,19.673
2021-06-01T12:59:07Z,0.861,0.789,0.068,49.073,590.873,26.48,7.268,19.678
2021-06-01T12:59:07Z,0.868,0.792,0.068,48.722,592.099,26.002,7.27,19.669
2021-06-01T12:59:07Z,0.872,0.792,0.068,48.353,592.916,25.585,7.269,19.669
2021-06-01T12:59:08Z,0.879,0.795,0.068,48.116,592.099,25.176,7.269,19.652
2021-06-01T12:59:08Z,0.885,0.799,0.068,47.92,590.056,24.706,7.27,19.647
2021-06-01T12:59:08Z,0.891,0.797,0.068,48.133,590.873,24.354,7.269,19.652
2021-06-01T12:59:08Z,0.895,0.799,0.068,48.059,591.282,23.969,7.269,19.643
2021-06-01T12:59:09Z,0.9,0.805,0.068,48.562,592.099,23.613,7.269,19.643
2021-06-01T12:59:09Z,0.906,0.8,0.068,48.648,594.142,23.277,7.27,19.647
2021-06-01T12:59:09Z,0.909,0.809,0.068,48.807,592.099,22.944,7.269,19.639
2021-06-01T12:59:09Z,0.913,0.812,0.699,48.856,594.142,22.741,7.269,19.609
2021-06-01T12:59:10Z,0.916,0.812,0.832,48.828,590.873,22.397,7.27,19.617
2021-06-01T12:59:10Z,0.918,0.813,0.894,48.946,590.873,22.207,7.269,19.617
2021-06-01T12:59:10Z,0.923,0.816,0.894,48.828,590.465,21.992,7.269,19.621
2021-06-01T12:59:10Z,0.922,0.82,0.894,49.184,590.873,21.785,7.269,19.63
2021-06-01T12:59:11Z,0.925,0.816,1.134,49.294,590.873,21.652,7.27,19.617
2021-06-01T12:59:11Z,0.927,0.815,1.125,49.2,590.873,21.511,7.27,19.604
2021-06-01T12:59:11Z,0.928,0.822,1.209,49.368,591.282,21.455,7.269,19.621
2021-06-01T12:59:11Z,0.929,0.819,1.275,48.791,592.099,21.366,7.27,19.596
2021-06-01T12:59:12Z,0.928,0.824,1.275,48.995,591.282,21.313,7.27,19.596
2021-06-01T12:59:12Z,0.93,0.823,1.275,48.844,590.465,21.313,7.27,19.591
2021-06-01T12:59:12Z,0.928,0.822,1.275,48.595,592.099,21.313,7.269,19.591
2021-06-01T12:59:12Z,0.928,0.825,1.275,49.343,593.325,21.389,7.268,19.574
2021-06-01T12:59:13Z,0.929,0.827,0.068,48.971,592.916,21.437,7.269,19.587
2021-06-01T12:59:13Z,0.926,0.83,0.068,49.036,592.099,21.453,7.269,19.557
2021-06-01T12:59:13Z,0.926,0.825,0.068,49.327,592.916,21.596,7.269,19.557
2021-06-01T12:59:13Z,0.922,0.824,0.068,48.91,590.465,21.793,7.269,19.574
2021-06-01T12:59:14Z,0.922,0.823,1.915,49.597,591.69,21.921,7.269,19.552
2021-06-01T12:59:14Z,0.919,0.831,2.019,49,361.687,22.139,7.269,19.531
2021-06-01T12:59:14Z,0.917,0.834,1.96,49.335,362.913,22.254,7.269,19.583
2021-06-01T12:59:14Z,0.913,0.831,2.091,49.707,363.321,22.455,7.268,19.548
2021-06-01T12:59:15Z,0.909,0.832,2.103,49.965,145.166,22.735,7.27,19.552
2021-06-01T12:59:15Z,0.907,0.834,2.059,50.181,144.349,22.94,7.27,19.535
2021-06-01T12:59:15Z,0.904,0.833,2.052,50.492,143.94,23.149,7.273,19.552
2021-06-01T12:59:15Z,0.894,0.825,1.695,49.871,144.757,23.35,7.275,19.527
2021-06-01T12:59:16Z,0.895,0.835,1.705,49.556,143.94,23.555,7.275,19.531
2021-06-01T12:59:16Z,0.892,0.833,1.84,49.801,144.757,23.759,7.276,19.539
2021-06-01T12:59:16Z,0.892,0.831,1.863,50.001,144.349,23.964,7.276,19.531
2021-06-01T12:59:16Z,0.89,0.837,1.861,50.026,144.757,24.157,7.276,19.522
2021-06-01T12:59:17Z,0.886,0.837,1.82,49.838,146.391,24.432,7.275,19.539
2021-06-01T12:59:17Z,0.886,0.829,1.774,49.625,1286.602,24.641,7.275,19.501
2021-06-01T12:59:17Z,0.883,0.833,1.776,49.265,1285.785,24.908,7.276,19.522
2021-06-01T12:59:17Z,0.883,0.836,1.779,49.241,1284.968,25.113,7.276,19.505
2021-06-01T12:59:18Z,0.88,0.835,1.797,49.392,1286.194,25.316,7.276,19.505
2021-06-01T12:59:18Z,0.878,0.832,1.891,49.134,3421.587,25.445,7.276,19.496
2021-06-01T12:59:18Z,0.877,0.831,1.899,49.343,3420.362,25.581,7.276,19.509
2021-06-01T12:59:18Z,0.877,0.841,1.924,49.527,3420.362,25.708,7.276,19.488
2021-06-01T12:59:19Z,0.875,0.834,1.893,49.691,4435.154,25.923,7.276,19.479
2021-06-01T12:59:19Z,0.873,0.83,1.893,49.576,4433.928,26.002,7.275,19.488
2021-06-01T12:59:19Z,0.872,0.841,1.785,49.727,4433.928,26.122,7.276,19.483
2021-06-01T12:59:19Z,0.873,0.846,1.785,50.095,4336.289,26.186,7.275,19.509
2021-06-01T12:59:20Z,0.871,0.849,1.801,50.112,4335.881,26.256,7.276,19.501
2021-06-01T12:59:20Z,0.872,0.855,1.784,49.973,4336.289,26.329,7.276,19.483
2021-06-01T12:59:20Z,0.869,0.857,1.766,49.564,4077.689,26.333,7.276,19.475
2021-06-01T12:59:20Z,0.872,0.848,1.868,49.294,4078.506,26.407,7.275,19.483
2021-06-01T12:59:21Z,0.87,0.846,1.769,49.294,4077.28,26.409,7.276,19.496
2021-06-01T12:59:21Z,0.873,0.854,1.755,49.29,3807.65,26.333,7.276,19.514
2021-06-01T12:59:21Z,0.872,0.853,1.769,49.691,3808.058,26.322,7.276,19.505
2021-06-01T12:59:21Z,0.874,0.857,1.769,49.866,3807.241,26.206,7.276,19.496
2021-06-01T12:59:22Z,0.873,0.856,1.762,50.226,3569.476,26.146,7.276,19.483
2021-06-01T12:59:22Z,0.874,0.854,1.763,50.255,3571.518,26.095,7.276,19.488
2021-06-01T12:59:22Z,0.876,0.852,1.843,49.727,3570.293,25.993,7.276,19.488
2021-06-01T12:59:22Z,0.875,0.841,1.846,49.449,3341.924,25.857,7.276,19.488
2021-06-01T12:59:23Z,0.877,0.846,1.846,50.161,3341.515,25.778,7.277,19.483
2021-06-01T12:59:23Z,0.877,0.848,1.835,50.014,3341.515,25.65,7.275,19.483
2021-06-01T12:59:23Z,0.88,0.838,1.744,49.572,3123.36,25.513,7.276,19.488
2021-06-01T12:59:23Z,0.88,0.848,1.744,49.13,3122.951,25.44,7.275,19.492
2021-06-01T12:59:24Z,0.881,0.848,1.804,49.65,3122.542,25.304,7.275,19.488
2021-06-01T12:59:24Z,0.88,0.841,1.834,50.108,2932.984,25.238,7.276,19.496
2021-06-01T12:59:24Z,0.884,0.843,1.815,49.96,2933.392,25.109,7.276,19.488
2021-06-01T12:59:24Z,0.884,0.849,1.734,49.507,2933.801,25.041,7.276,19.501
2021-06-01T12:59:25Z,0.883,0.85,1.807,50.177,2906.429,24.9,7.277,19.496
2021-06-01T12:59:25Z,0.883,0.847,1.814,50.095,2745.059,24.838,7.276,19.483
2021-06-01T12:59:25Z,0.884,0.848,1.817,49.756,2743.425,24.631,7.276,19.496
2021-06-01T12:59:25Z,0.887,0.841,1.722,49.96,2745.877,24.559,7.276,19.479
2021-06-01T12:59:26Z,0.885,0.844,1.802,49.286,2564.489,24.436,7.278,19.479
2021-06-01T12:59:26Z,0.887,0.844,1.799,49.511,2564.897,24.422,7.285,19.505
2021-06-01T12:59:26Z,0.886,0.85,1.839,49.413,2566.123,24.283,7.288,19.488
2021-06-01T12:59:26Z,0.888,0.836,1.742,49.363,2397.399,24.217,7.29,19.501
2021-06-01T12:59:27Z,0.886,0.842,1.71,49.319,2398.625,24.155,7.291,19.483
2021-06-01T12:59:27Z,0.886,0.845,1.814,49.147,2396.991,24.153,7.291,19.479
2021-06-01T12:59:27Z,0.885,0.839,1.827,49,2280.559,24.097,7.291,19.47
2021-06-01T12:59:27Z,0.887,0.843,1.826,48.82,2278.517,24.085,7.291,19.509
2021-06-01T12:59:28Z,0.879,0.847,1.746,49.077,2279.742,24.022,7.292,19.47
2021-06-01T12:59:28Z,0.881,0.84,1.746,49.413,2158.408,24.022,7.291,19.505
2021-06-01T12:59:28Z,0.878,0.841,1.746,49.764,2157.183,24.024,7.292,19.505
2021-06-01T12:59:28Z,0.879,0.85,1.746,50.116,2158.408,24.016,7.291,19.479
2021-06-01T12:59:29Z,0.877,0.847,1.746,50.557,2037.892,24.029,7.291,19.509
2021-06-01T12:59:29Z,0.877,0.847,1.746,50.337,2039.117,24.031,7.291,19.496
2021-06-01T12:59:29Z,0.876,0.847,1.82,50.181,2037.892,24.093,7.292,19.496
2021-06-01T12:59:29Z,0.876,0.836,1.84,50.149,2038.3,24.095,7.29,19.518
2021-06-01T12:59:30Z,0.872,0.849,1.831,49.785,2037.892,24.161,7.291,19.505
2021-06-01T12:59:30Z,0.872,0.85,1.843,49.678,2039.117,24.161,7.291,19.522
2021-06-01T12:59:30Z,0.869,0.848,1.747,49.445,1870.394,24.254,7.291,19.527
2021-06-01T12:59:30Z,0.876,0.856,1.734,49.903,1868.76,24.325,7.291,19.514
2021-06-01T12:59:31Z,0.873,0.856,1.821,50.386,1869.168,24.414,7.291,19.527
2021-06-01T12:59:31Z,0.874,0.841,1.826,50.136,1721.28,24.424,7.291,19.505
2021-06-01T12:59:31Z,0.87,0.853,1.842,49.682,1720.871,24.557,7.291,19.509
2021-06-01T12:59:31Z,0.871,0.859,1.734,49.098,1720.871,24.633,7.29,19.492
2021-06-01T12:59:32Z,0.868,0.849,1.8,49.184,1685.329,24.633,7.29,19.505
2021-06-01T12:59:32Z,0.868,0.848,1.808,49.515,1653.055,24.832,7.291,19.518
2021-06-01T12:59:32Z,0.866,0.855,1.829,49.785,1652.238,24.898,7.29,19.509
2021-06-01T12:59:32Z,0.866,0.856,1.829,49.993,1638.348,24.979,7.291,19.531
2021-06-01T12:59:33Z,0.863,0.859,1.784,49.727,1562.77,25.037,7.291,19.514
2021-06-01T12:59:33Z,0.861,0.855,1.829,49.752,1563.995,25.095,7.291,19.505
2021-06-01T12:59:33Z,0.862,0.852,1.733,49.801,1563.587,25.101,7.291,19.535
2021-06-01T12:59:33Z,0.859,0.855,1.781,49.617,1493.319,25.24,7.291,19.505
2021-06-01T12:59:34Z,0.859,0.861,1.81,50.01,1493.728,25.308,7.291,19.518
2021-06-01T12:59:34Z,0.857,0.847,1.81,49.993,1494.545,25.318,7.291,19.531
2021-06-01T12:59:34Z,0.858,0.858,1.796,50.218,1423.052,25.391,7.291,19.539
2021-06-01T12:59:34Z,0.855,0.859,1.786,51.253,1423.869,25.44,7.291,19.544
2021-06-01T12:59:35Z,0.858,0.844,1.719,50.435,1424.686,25.515,7.291,19.522
2021-06-01T12:59:35Z,0.854,0.849,1.762,49.96,1354.827,25.509,7.291,19.531
2021-06-01T12:59:35Z,0.856,0.859,1.806,49.654,1355.644,25.503,7.29,19.544
2021-06-01T12:59:35Z,0.854,0.857,1.806,50.181,1356.053,25.587,7.29,19.548
