date_time,p_f,p_r,f_p,f_r,c_p,c_r,t_f
2021-08-13T07:21:17Z,1.156683,0.509034,2.85815,52.97831,412.790253,20.020243,21.308598
2021-08-13T07:21:17Z,1.148687,0.42594,2.864077,52.675007,412.778465,20.0187,21.308598
2021-08-13T07:21:18Z,0.90089,0.35383,2.822168,46.821557,413.392353,20.021688,21.278394
2021-08-13T07:21:18Z,0.999508,0.296775,2.787164,47.312923,413.137015,20.021688,21.278394
2021-08-13T07:21:19Z,0.978669,0.250899,2.694546,42.618149,413.253802,20.021688,21.274079
2021-08-13T07:21:19Z,0.97035,0.229511,2.59193,35.16148,413.731991,20.01015,21.278394
2021-08-13T07:21:20Z,0.960174,0.197204,2.539595,32.584273,414.398134,20.017612,21.325857
2021-08-13T07:21:20Z,0.952581,0.172715,2.283216,26.733964,414.001296,20.017093,21.291338
2021-08-13T07:21:21Z,0.947897,0.155011,2.098278,22.808831,414.137198,20.015497,21.274079
2021-08-13T07:21:21Z,0.944585,0.142281,2.098278,18.950697,413.582007,20.012724,21.291338
2021-08-13T07:21:22Z,0.944666,0.128971,2.098278,15.994719,413.715213,20.015903,21.282709
2021-08-13T07:21:22Z,0.945554,0.107648,2.098278,12.213355,414.263391,20.016383,21.282709
2021-08-13T07:21:23Z,0.948058,0.083353,2.098278,10.618291,414.693809,20.01743,21.334487
2021-08-13T07:21:23Z,0.809621,0.066553,2.044741,5.050456,413.936106,20.016978,21.312913000000002
2021-08-13T07:21:24Z,0.628054,0.057636,2.027732,2.848133,413.954922,20.01725,21.308598
2021-08-13T07:21:24Z,0.547124,0.052273,2.051673,4.252949,413.963583,20.016848,21.308598
2021-08-13T07:21:25Z,0.494706,0.048978,1.536194,0.633117,406.334295,19.967316,21.312913000000002
2021-08-13T07:21:25Z,0.469102,0.046006,0.162556,0.516222,401.979821,19.929977,21.312913000000002
2021-08-13T07:21:26Z,0.46151,0.044843,0.162556,0.516222,401.979821,19.929977,21.312913000000002
2021-08-13T07:21:26Z,0.455937,0.043809,0,0.516222,401.979821,19.929977,21.308598
2021-08-13T07:21:27Z,0.451656,0.042969,0,5.519192,402.13393,19.935023,21.308598
2021-08-13T07:21:27Z,0.449395,0.042646,0,5.346834,401.482551,19.936237,21.304283
2021-08-13T07:21:28Z,0.447295,0.042,0,5.050456,401.581109,19.935654,21.308598
2021-08-13T07:21:28Z,0.444953,0.041741,0,3.612772,402.05991,19.93583,21.312913000000002
2021-08-13T07:21:29Z,0.44471,0.041483,0,3.186571,401.564086,19.935412,21.308598
2021-08-13T07:21:29Z,0.442853,0.040966,0,3.165091,401.737906,19.933107,21.308598
2021-08-13T07:21:30Z,0.441803,0.040772,0,3.140279,402.05598,19.933083,21.308598
2021-08-13T07:21:30Z,0.441156,0.040836,0,3.263985,402.435577,19.933102,21.304283
2021-08-13T07:21:31Z,0.440672,0.040707,0,3.238464,402.335227,19.934393,21.308598
2021-08-13T07:21:31Z,0.439864,0.040449,0,3.22145,402.073899,19.933386,21.312913000000002
2021-08-13T07:21:32Z,0.440026,0.040836,0,3.170407,401.90798,19.933849,21.312913000000002
2021-08-13T07:21:32Z,0.44043,0.040578,0,3.170407,401.768668,19.933894,21.312913000000002
2021-08-13T07:21:33Z,0.439541,0.040772,0,3.215064,401.979821,19.935131,21.308598
2021-08-13T07:21:33Z,0.438572,0.040513,0,3.1892,401.719823,19.935091,21.308598
2021-08-13T07:21:34Z,0.439299,0.040578,0,3.194962,401.77456,19.934887,21.312913000000002
2021-08-13T07:21:34Z,0.440833,0.040643,0,3.179375,401.735218,19.935378,21.312913000000002
2021-08-13T07:21:35Z,0.439703,0.040449,0,3.173216,401.540133,19.935824,21.304283
2021-08-13T07:21:35Z,0.438733,0.04032,0,3.160311,401.770236,19.935916,21.308598
2021-08-13T07:21:36Z,0.438168,0.040061,0,3.157454,401.620614,19.936647,21.308598
2021-08-13T07:21:36Z,0.438249,0.040384,0,3.167081,401.603509,19.936065,21.312913000000002
2021-08-13T07:21:37Z,0.43833,0.040513,0,3.147644,401.694485,19.936181,21.304283
2021-08-13T07:21:37Z,0.438087,0.040255,0,3.143695,401.834528,19.935316,21.308598
2021-08-13T07:21:38Z,0.43623,0.040578,0,3.126008,401.979821,19.93465,21.308598
2021-08-13T07:21:38Z,0.436876,0.040255,0,3.113538,401.979821,19.933732,21.308598
2021-08-13T07:21:39Z,0.43631,0.040513,0,3.110858,401.979821,19.933665,21.308598
2021-08-13T07:21:39Z,0.436795,0.040255,0,3.110858,401.979821,19.933631,21.308598
2021-08-13T07:21:40Z,0.436391,0.040578,0,3.110858,401.979821,19.934179,21.312913000000002
2021-08-13T07:21:40Z,0.435907,0.040643,0,3.110858,401.979821,19.934145,21.317228
2021-08-13T07:21:41Z,0.434533,0.040255,0,3.110858,402.159758,19.934793,21.308598
2021-08-13T07:21:41Z,0.434533,0.040707,0,3.110858,402.234024,19.93488,21.312913000000002
2021-08-13T07:21:42Z,0.434776,0.040384,0,3.103538,401.979821,19.933292,21.308598
2021-08-13T07:21:42Z,0.434453,0.040513,0,3.097005,402.346587,19.934599,21.317228
2021-08-13T07:21:43Z,0.43308,0.04019,0,3.083418,401.979821,19.933625,21.312913000000002
2021-08-13T07:21:43Z,0.434049,0.040643,0,3.1047,401.979821,19.933471,21.312913000000002
2021-08-13T07:21:44Z,0.434291,0.040578,0,3.108772,401.979821,19.933529,21.312913000000002
2021-08-13T07:21:44Z,0.431707,0.039673,0,3.112613,401.979821,19.933478,21.308598
2021-08-13T07:21:45Z,0.432676,0.040707,0,3.113128,401.979821,19.933269,21.308598
2021-08-13T07:21:45Z,0.431787,0.040449,0,3.054931,401.979821,19.932932,21.308598
2021-08-13T07:21:46Z,0.430657,0.040772,0,3.054931,401.979821,19.932932,21.312913000000002
2021-08-13T07:21:46Z,0.431949,0.040578,0,2.997406,402.301398,19.932867,21.312913000000002
2021-08-13T07:21:47Z,0.431303,0.040707,0,2.975519,402.198767,19.932682,21.308598
2021-08-13T07:21:47Z,0.431222,0.040449,0,2.942211,401.979821,19.933593,21.312913000000002
2021-08-13T07:21:48Z,0.430657,0.040513,0,2.929957,401.979821,19.93291,21.317228
2021-08-13T07:21:48Z,0.429526,0.04032,0,2.920472,401.979821,19.932859,21.312913000000002
2021-08-13T07:21:49Z,0.42896,0.04032,0,2.900006,402.205609,19.932947,21.308598
2021-08-13T07:21:49Z,0.429203,0.040255,0,2.898183,402.064492,19.933611,21.308598
2021-08-13T07:21:50Z,0.429122,0.040578,0,2.898183,402.037928,19.934607,21.317228
2021-08-13T07:21:50Z,0.428072,0.040707,0,2.898183,402.09788,19.935412,21.308598
2021-08-13T07:21:51Z,0.428395,0.040513,0,2.861387,402.238511,19.950569,21.308598
2021-08-13T07:21:51Z,0.42686,0.040126,0,2.860735,402.120016,19.964703,21.308598
2021-08-13T07:21:52Z,0.426537,0.04019,0,2.85758,402.356134,19.980986,21.312913000000002
2021-08-13T07:21:52Z,0.42686,0.040643,0,2.852163,402.356134,19.983073,21.312913000000002
2021-08-13T07:21:53Z,0.427022,0.040513,0,2.890644,401.921566,20.005384,21.308598
2021-08-13T07:21:53Z,0.426214,0.040578,0,2.861423,402.035088,20.005384,21.312913000000002
2021-08-13T07:21:54Z,0.426053,0.040384,0,2.826304,402.356134,20.005384,21.317228
2021-08-13T07:21:54Z,0.425891,0.040578,0,2.839236,402.356134,20.007422,21.312913000000002
2021-08-13T07:21:55Z,0.425972,0.040643,0,2.819617,402.356134,20.007422,21.308598
2021-08-13T07:21:55Z,0.42581,0.040643,0,2.806617,402.356134,20.006204,21.304283
2021-08-13T07:21:56Z,0.426214,0.040578,0,2.796099,402.356134,20.006144,21.308598
2021-08-13T07:21:56Z,0.425245,0.040449,0,2.796099,402.356134,20.004427,21.304283
2021-08-13T07:21:57Z,0.425164,0.040643,0,2.787592,402.356134,20.005758,21.312913000000002
2021-08-13T07:21:57Z,0.425326,0.040513,0,2.768601,402.356134,20.005549,21.304283
2021-08-13T07:21:58Z,0.424599,0.040707,0,2.772421,402.356134,20.005758,21.308598
2021-08-13T07:21:58Z,0.42573,0.040707,0,2.776044,402.356134,20.006035,21.304283
2021-08-13T07:21:59Z,0.426537,0.040707,0,2.755503,402.356134,20.005369,21.308598
2021-08-13T07:21:59Z,0.42581,0.040772,0,2.758863,402.356134,20.004998,21.304283
2021-08-13T07:22:00Z,0.426134,0.040578,0,2.756064,402.356134,20.004955,21.304283
2021-08-13T07:22:00Z,0.426457,0.040255,0,2.753156,402.356134,20.004106,21.312913000000002
2021-08-13T07:22:01Z,0.424599,0.040772,0,2.750744,402.356134,20.004016,21.308598
2021-08-13T07:22:01Z,0.42573,0.040384,0,2.711537,402.356134,20.003059,21.312913000000002
2021-08-13T07:22:02Z,0.426134,0.040513,0,2.707861,402.356134,20.002917,21.312913000000002
2021-08-13T07:22:02Z,0.425245,0.040578,0,2.704449,402.356134,20.001674,21.312913000000002
2021-08-13T07:22:03Z,0.425084,0.040578,0,2.702522,402.356134,20.001864,21.312913000000002
2021-08-13T07:22:03Z,0.426053,0.040772,0,2.702522,402.356134,20.001684,21.308598
2021-08-13T07:22:04Z,0.42581,0.040578,0,2.709409,402.356134,20.001308,21.312913000000002
2021-08-13T07:22:04Z,0.426537,0.040772,0,2.709409,402.356134,20.001308,21.308598
2021-08-13T07:22:05Z,0.425972,0.040707,0,2.738233,402.356134,20.004292,21.308598
2021-08-13T07:22:05Z,0.426618,0.040255,0,2.706044,401.925098,20.005727,21.312913000000002
2021-08-13T07:22:06Z,0.425164,0.040707,0,2.710229,402.086761,20.004752,21.312913000000002
2021-08-13T07:22:06Z,0.426053,0.04032,0,2.701884,401.885743,20.005282,21.317228
2021-08-13T07:22:07Z,0.426214,0.040578,0,2.703996,401.703495,20.005113,21.317228
2021-08-13T07:22:07Z,0.42581,0.04032,0,2.692454,401.886133,20.006729,21.317228
2021-08-13T07:22:08Z,0.42581,0.040707,0,2.68346,401.755451,20.006485,21.317228
2021-08-13T07:22:08Z,0.426941,0.040836,0,2.682043,401.734537,20.006617,21.321543
2021-08-13T07:22:09Z,0.426618,0.040707,0,2.680626,401.713624,20.006749,21.321543
2021-08-13T07:22:09Z,0.42678,0.040449,0,2.679209,401.69271,20.00688,21.321543
2021-08-13T07:22:10Z,0.427184,0.040643,0,2.677793,401.671796,20.007012,21.321543
2021-08-13T07:22:10Z,0.425972,0.040772,0,2.668759,401.833579,19.934053,21.325857
2021-08-13T07:22:11Z,0.426295,0.040707,0,2.668494,401.979821,19.896987,21.325857
2021-08-13T07:22:11Z,0.426134,0.040384,0,2.668494,401.979821,19.872779,21.325857
2021-08-13T07:22:12Z,0.42686,0.040643,0,2.668494,401.979821,19.866799,21.334487
2021-08-13T07:22:12Z,0.427749,0.040384,0,2.662194,402.056,19.866799,21.330172
2021-08-13T07:22:13Z,0.42783,0.040578,0,2.684318,402.066726,19.829851,21.334487
2021-08-13T07:22:13Z,0.428234,0.040836,0,2.658964,401.897225,19.822412,21.343117
2021-08-13T07:22:14Z,0.42791,0.040772,0,2.670463,401.974015,19.805658,21.338802
2021-08-13T07:22:14Z,0.428557,0.040772,0,2.65666,401.967653,19.805658,21.343117
2021-08-13T07:22:15Z,0.428637,0.040643,0,2.639429,401.979821,19.805658,21.347432
2021-08-13T07:22:15Z,0.42896,0.040578,0,2.645181,401.979821,19.805658,21.347432
2021-08-13T07:22:16Z,0.428314,0.040836,0,2.656708,401.979821,19.758475,21.343117
2021-08-13T07:22:16Z,0.428153,0.040772,0,2.64318,401.979821,19.743788,21.347432
2021-08-13T07:22:17Z,0.430253,0.040707,0,2.656328,401.979821,19.734327,21.347432
2021-08-13T07:22:17Z,0.430172,0.040578,0,2.658264,401.979821,19.688591,21.356062
2021-08-13T07:22:18Z,0.429768,0.040578,0,2.658846,401.979821,19.662997,21.356062
2021-08-13T07:22:18Z,0.430253,0.040707,0,2.643194,401.979821,19.662997,21.356062
2021-08-13T07:22:19Z,0.429607,0.039156,0,2.643407,401.979821,19.644249,21.360377
2021-08-13T07:22:19Z,0.430253,0.040384,0,2.64738,401.979821,19.623946,21.364691
2021-08-13T07:22:20Z,0.431222,0.040255,0,2.612768,401.979821,19.60717,21.369006
2021-08-13T07:22:20Z,0.429687,0.040255,0,2.657161,402.356134,19.599818,21.364691
2021-08-13T07:22:21Z,0.430495,0.040449,0,2.662132,402.356134,19.599818,21.369006
2021-08-13T07:22:21Z,0.432353,0.040513,0,2.662291,402.356134,19.599818,21.369006
2021-08-13T07:22:22Z,0.431545,0.040707,0,2.664295,402.433326,19.549887,21.377636
2021-08-13T07:22:22Z,0.431949,0.040384,0,2.690886,402.356134,19.530526,21.377636
2021-08-13T07:22:23Z,0.432595,0.040513,0,2.671812,402.405481,19.497734,21.377636
2021-08-13T07:22:23Z,0.432595,0.040513,0,2.686797,402.356134,19.469501,21.381951
2021-08-13T07:22:24Z,0.432837,0.040384,0,2.675563,402.46128,19.465174,21.381951
2021-08-13T07:22:24Z,0.432433,0.040384,0,2.664491,402.37827,19.437017,21.386266
2021-08-13T07:22:25Z,0.432757,0.040643,0,2.662673,402.385426,19.410953,21.381951
2021-08-13T07:22:25Z,0.433564,0.040578,0,2.682139,402.356134,19.398054,21.390581
2021-08-13T07:22:26Z,0.43421,0.040513,0,2.674689,402.37375,19.398054,21.386266
2021-08-13T07:22:26Z,0.43518,0.04019,0,2.6691,402.333781,19.398054,21.390581
2021-08-13T07:22:27Z,0.434291,0.040513,0,2.683022,402.356134,19.394411,21.394896
2021-08-13T07:22:27Z,0.434372,0.040643,0,2.664446,402.069288,19.338952,21.394896
2021-08-13T07:22:28Z,0.434372,0.04032,0,2.673712,401.956328,19.300842,21.399211
2021-08-13T07:22:28Z,0.434776,0.04032,0,2.662598,401.979821,19.273735,21.394896
2021-08-13T07:22:29Z,0.43518,0.040384,0,2.663222,401.979821,19.273735,21.399211
2021-08-13T07:22:29Z,0.435583,0.040513,0,2.664291,401.979821,19.200367,21.403525
2021-08-13T07:22:30Z,0.435745,0.040578,0,2.680547,402.018328,19.199124,21.403525
2021-08-13T07:22:30Z,0.436068,0.040643,0,2.672243,401.914495,19.198329,21.403525
2021-08-13T07:22:31Z,0.436472,0.040255,0,2.683322,402.018441,19.198329,21.40784
2021-08-13T07:22:31Z,0.436553,0.040578,0,2.67383,402.063595,19.137387,21.412155
2021-08-13T07:22:31Z,0.437522,0.04032,0,2.6956,402.172912,19.126998,21.40784
2021-08-13T07:22:32Z,0.43623,0.04019,0,2.701246,401.999602,19.081407,21.412155
2021-08-13T07:22:32Z,0.437199,0.04019,0,2.698954,401.897195,19.071958,21.412155
2021-08-13T07:22:33Z,0.437522,0.040513,0,2.694095,401.956274,19.061781,21.412155
2021-08-13T07:22:33Z,0.437683,0.040643,0,2.693322,401.808393,19.007955,21.41647
2021-08-13T07:22:34Z,0.437683,0.040449,0,2.693871,401.890728,19.00077,21.420785
2021-08-13T07:22:34Z,0.438733,0.040126,0,2.687747,401.883062,18.994527,21.41647
2021-08-13T07:22:35Z,0.438814,0.040384,0,2.681061,402.082452,18.994527,21.420785
2021-08-13T07:22:35Z,0.439541,0.040578,0,2.686054,401.950874,18.936313,21.420785
2021-08-13T07:22:36Z,0.439703,0.040449,0,2.686303,401.955009,18.927272,21.429415
2021-08-13T07:22:36Z,0.439299,0.040643,0,2.663663,401.905549,18.868536,21.429415
2021-08-13T07:22:37Z,0.43946,0.04032,0,2.672783,401.870063,18.861512,21.420785
2021-08-13T07:22:37Z,0.43946,0.040061,0,2.675938,401.97152,18.829912,21.429415
2021-08-13T07:22:38Z,0.439703,0.040643,0,2.685842,401.972443,18.804951,21.429415
2021-08-13T07:22:38Z,0.44043,0.040772,0,2.691329,401.973219,18.771322,21.429415
2021-08-13T07:22:39Z,0.441318,0.040513,0,2.696679,401.973879,18.744451,21.43373
2021-08-13T07:22:39Z,0.441318,0.040578,0,2.701654,401.846282,18.735698,21.43373
2021-08-13T07:22:40Z,0.44156,0.040513,0,2.691106,401.979821,18.691947,21.438045
2021-08-13T07:22:40Z,0.442287,0.040255,0,2.704869,402.015475,18.664368,21.438045
2021-08-13T07:22:41Z,0.44261,0.040578,0,2.687238,402.186586,18.614739,21.43373
2021-08-13T07:22:41Z,0.443176,0.040578,0,2.694833,401.991871,18.599151,21.438045
2021-08-13T07:22:42Z,0.443176,0.040449,0,2.696284,402.04254,18.552531,21.438045
2021-08-13T07:22:42Z,0.443822,0.040643,0,2.695642,402.032394,18.531896,21.438045
2021-08-13T07:22:43Z,0.44366,0.040707,0,2.696105,402.034331,18.531896,21.44236
2021-08-13T07:22:43Z,0.444629,0.040578,0,2.701942,402.126422,18.529858,21.450989
2021-08-13T07:22:44Z,0.444549,0.040449,0,2.697962,401.979821,18.46668,21.446674
2021-08-13T07:22:44Z,0.445679,0.040578,0,2.696245,402.099361,18.46668,21.450989
2021-08-13T07:22:45Z,0.44576,0.04019,0,2.721343,402.159876,18.419051,21.450989
2021-08-13T07:22:45Z,0.444226,0.040126,0,2.712444,402.13847,18.384354,21.450989
2021-08-13T07:22:46Z,0.445033,0.040578,0,2.716752,402.093398,18.351592,21.455304
2021-08-13T07:22:46Z,0.445599,0.040449,0,2.719531,402.166906,18.338285,21.455304
2021-08-13T07:22:47Z,0.446326,0.04032,0,2.718844,402.305487,18.297524,21.455304
2021-08-13T07:22:47Z,0.445679,0.040255,0,2.711313,402.260405,18.273068,21.455304
2021-08-13T07:22:48Z,0.447214,0.04032,0,2.735545,402.239819,18.221562,21.463934
2021-08-13T07:22:48Z,0.448345,0.040126,0,2.698916,402.356134,18.205813,21.463934
2021-08-13T07:22:49Z,0.447456,0.04032,0,2.730518,402.297977,18.179578,21.468249
2021-08-13T07:22:49Z,0.449233,0.040255,0,2.7423,402.062527,18.134483,21.459619
2021-08-13T07:22:50Z,0.446487,0.040643,0,2.735821,402.03358,18.134483,21.468249
2021-08-13T07:22:50Z,0.448506,0.040513,0,2.73597,402.082452,18.08344,21.468249
2021-08-13T07:22:51Z,0.447133,0.040449,0,2.72608,402.047365,18.073342,21.468249
2021-08-13T07:22:51Z,0.449153,0.040449,0,2.733617,401.979821,18.018784,21.468249
2021-08-13T07:22:52Z,0.451414,0.040643,0,2.750183,401.931576,17.976719,21.468249
2021-08-13T07:22:52Z,0.450606,0.040578,0,2.739737,401.979821,17.944947,21.468249
2021-08-13T07:22:53Z,0.447779,0.040578,0,2.739737,401.979821,17.942909,21.472564
2021-08-13T07:22:53Z,0.452706,0.040578,0,2.68615,401.979821,17.873616,21.476879
2021-08-13T07:22:54Z,0.44786,0.040384,0,2.714377,401.979821,17.873616,21.476879
2021-08-13T07:22:54Z,0.450526,0.040384,0,2.7145,401.979821,17.816552,21.476879
2021-08-13T07:22:55Z,0.454241,0.040384,0,2.68393,401.979821,17.8084,21.476879
2021-08-13T07:22:55Z,0.452464,0.040449,0,2.703727,401.979821,17.747259,21.481194
