date_time,h_r,p_f,p_r,f_p,f_r,c_p,c_r,ph_f,t_f
2021-06-02T08:14:12Z,0.001391,-0.002,0.052,0.068,1.039,717.927,16.791,7.468,19.341
2021-06-02T08:14:12Z,0.001462,-0.003,0.052,0.068,1.044,718.335,16.791,7.468,19.341
2021-06-02T08:14:12Z,0.001533,0.621,0.052,0.068,1.039,717.927,16.793,7.468,19.337
2021-06-02T08:14:13Z,0.001597,0.26,0.045,0.068,1.044,718.335,16.789,7.468,19.337
2021-06-02T08:14:13Z,0.001669,0.168,0.052,0.068,1.035,717.518,16.787,7.468,19.337
2021-06-02T08:14:13Z,0.001735,0.119,0.052,0.068,1.064,718.744,16.787,7.468,19.337
2021-06-02T08:14:13Z,0.001806,0.094,0.052,0.068,1.044,717.927,16.789,7.468,19.337
2021-06-02T08:14:14Z,0.001875,0.076,0.052,0.068,1.048,717.927,16.721,7.468,19.337
2021-06-02T08:14:14Z,0.001945,0.064,0.052,0.068,1.039,717.927,16.717,7.468,19.337
2021-06-02T08:14:14Z,0.00202,0.055,0.052,0.068,1.048,717.518,16.713,7.468,19.337
2021-06-02T08:14:14Z,0.002082,0.047,0.052,0.068,1.039,717.518,16.715,7.468,19.337
2021-06-02T08:14:15Z,0.002153,0.043,0.052,0.068,1.048,717.11,16.715,7.468,19.332
2021-06-02T08:14:15Z,0.002221,0.038,0.052,0.068,1.039,717.518,16.713,7.468,19.337
2021-06-02T08:14:15Z,0.002291,0.034,0.052,0.068,1.044,717.927,16.713,7.468,19.337
2021-06-02T08:14:15Z,0.002366,0.031,0.052,0.068,1.044,717.11,16.708,7.468,19.332
2021-06-02T08:14:16Z,0.002436,0.028,0.053,0.068,1.044,716.701,16.715,7.468,19.337
2021-06-02T08:14:16Z,0.0025,0.026,0.052,0.068,1.048,718.335,16.713,7.468,19.337
2021-06-02T08:14:16Z,0.002569,0.024,0.052,0.068,1.035,718.335,16.713,7.468,19.332
2021-06-02T08:14:16Z,0.002638,0.022,0.052,0.068,1.044,717.518,16.71,7.468,19.332
2021-06-02T08:14:17Z,0.002709,0.021,0.052,0.068,1.048,717.518,16.71,7.468,19.328
2021-06-02T08:14:17Z,0.002777,0.019,0.052,0.068,1.044,717.11,16.71,7.468,19.332
2021-06-02T08:14:17Z,0.002851,0.018,0.052,0.068,1.044,717.927,16.715,7.468,19.332
2021-06-02T08:14:17Z,0.002915,0.017,0.052,0.068,1.039,717.518,16.713,7.468,19.328
2021-06-02T08:14:18Z,0.002984,0.016,0.052,0.068,1.048,718.335,16.713,7.468,19.328
2021-06-02T08:14:18Z,0.00306,0.015,0.052,0.068,1.048,717.518,16.713,7.468,19.332
2021-06-02T08:14:18Z,0.003125,0.014,0.052,0.068,0.99,717.927,16.715,7.467,19.332
2021-06-02T08:14:18Z,0.003199,0.013,0.052,0.068,1.048,717.518,16.648,7.468,19.328
2021-06-02T08:14:19Z,0.003263,0.012,0.052,0.068,1.035,717.518,16.648,7.468,19.332
2021-06-02T08:14:19Z,0.003332,0.012,0.052,0.068,1.044,717.927,16.65,7.468,19.328
2021-06-02T08:14:19Z,0.003402,0.011,0.052,0.068,1.039,717.927,16.652,7.468,19.328
2021-06-02T08:14:19Z,0.003471,0.01,0.052,0.068,1.039,717.518,16.652,7.468,19.328
2021-06-02T08:14:20Z,0.00354,0.01,0.052,0.068,1.052,717.518,16.652,7.468,19.328
2021-06-02T08:14:20Z,0.00361,0.009,0.052,0.068,1.076,717.518,16.65,7.468,19.328
2021-06-02T08:14:20Z,0.003679,0.009,0.052,0.068,1.056,717.518,16.652,7.468,19.328
2021-06-02T08:14:20Z,0.003748,0.008,0.052,0.068,1.044,718.744,16.655,7.468,19.328
2021-06-02T08:14:21Z,0.003826,0.008,0.052,0.068,1.039,717.927,16.65,7.468,19.332
2021-06-02T08:14:21Z,0.003888,0.008,0.052,0.068,1.039,717.518,16.588,7.468,19.332
2021-06-02T08:14:21Z,0.003964,0.007,0.052,0.068,1.035,717.927,16.586,7.468,19.332
2021-06-02T08:14:21Z,0.004032,0.007,0.052,0.068,1.048,717.518,16.586,7.468,19.328
2021-06-02T08:14:22Z,0.004102,0.006,0.052,0.068,1.052,717.11,16.59,7.468,19.332
2021-06-02T08:14:22Z,0.004164,0.006,0.052,0.068,1.007,718.335,16.588,7.468,19.328
2021-06-02T08:14:22Z,0.004243,0.006,0.052,0.068,1.044,718.335,16.592,7.468,19.332
2021-06-02T08:14:22Z,0.004304,0.006,0.052,0.068,1.044,718.335,16.59,7.468,19.328
2021-06-02T08:14:23Z,0.004378,0.005,0.052,0.068,1.039,718.335,16.59,7.468,19.328
2021-06-02T08:14:23Z,0.004444,0.005,0.053,0.068,1.044,717.927,16.586,7.468,19.332
2021-06-02T08:14:23Z,0.004518,0.005,0.052,0.068,1.048,717.927,16.522,7.468,19.328
2021-06-02T08:14:23Z,0.004589,0.004,0.052,0.068,1.044,717.518,16.52,7.468,19.328
2021-06-02T08:14:24Z,0.004653,0.004,0.052,0.068,1.039,718.335,16.524,7.468,19.328
2021-06-02T08:14:24Z,0.004722,0.004,0.052,0.068,1.072,717.518,16.522,7.468,19.328
2021-06-02T08:14:24Z,0.004791,0.004,0.052,0.068,1.044,718.335,16.518,7.468,19.328
2021-06-02T08:14:24Z,0.00486,0.004,0.052,0.068,1.052,717.11,16.518,7.468,19.324
2021-06-02T08:14:25Z,0.004929,0.004,0.053,0.068,1.039,717.11,16.518,7.468,19.332
2021-06-02T08:14:25Z,0.005001,0.003,0.052,0.068,1.044,717.518,16.52,7.468,19.324
2021-06-02T08:14:25Z,0.005068,0.003,0.052,0.068,1.039,717.518,16.522,7.468,19.328
2021-06-02T08:14:25Z,0.005138,0.003,0.052,0.068,1.035,718.744,16.52,7.468,19.328
2021-06-02T08:14:26Z,0.005217,0.003,0.052,0.068,1.072,717.927,16.52,7.468,19.328
2021-06-02T08:14:26Z,0.005279,0.002,0.052,0.068,1.027,717.518,16.52,7.468,19.324
2021-06-02T08:14:26Z,0.005352,0.002,0.052,0.068,1.056,717.927,16.522,7.468,19.328
2021-06-02T08:14:26Z,0.005421,0.002,0.053,0.068,1.044,717.927,16.52,7.468,19.328
2021-06-02T08:14:27Z,0.005491,0.002,0.052,0.068,1.044,717.927,16.52,7.468,19.324
2021-06-02T08:14:27Z,0.005554,0.002,0.052,0.068,1.048,717.927,16.522,7.468,19.328
2021-06-02T08:14:27Z,0.005632,0.002,0.052,0.068,1.052,718.335,16.52,7.468,19.328
2021-06-02T08:14:27Z,0.005693,0.002,0.053,0.068,1.044,718.335,16.52,7.468,19.324
2021-06-02T08:14:28Z,0.005764,0.002,0.052,0.068,1.044,718.335,16.522,7.468,19.324
2021-06-02T08:14:28Z,0.005832,0.001,0.052,0.068,1.044,717.927,16.518,7.468,19.328
2021-06-02T08:14:28Z,0.005903,0.002,0.052,0.068,1.039,717.927,16.518,7.468,19.328
2021-06-02T08:14:28Z,0.005977,0.001,0.053,0.068,1.035,718.335,16.522,7.468,19.328
2021-06-02T08:14:29Z,0.006047,0.001,0.053,0.068,1.044,718.335,16.487,7.468,19.324
2021-06-02T08:14:29Z,0.006111,0.615,0.053,0.068,1.019,717.518,16.456,7.468,19.328
2021-06-02T08:14:29Z,0.006186,0.478,0.053,0.068,1.003,717.927,16.454,7.468,19.328
2021-06-02T08:14:29Z,0.006254,0.414,0.053,0.068,1.015,718.335,16.454,7.468,19.324
2021-06-02T08:14:30Z,0.006319,0.405,0.053,0.068,1.825,717.927,16.456,7.468,19.328
2021-06-02T08:14:30Z,0.006389,0.405,0.053,0.068,2.405,717.927,16.456,7.468,19.328
2021-06-02T08:14:30Z,0.006465,0.405,0.053,0.068,2.622,718.335,16.456,7.468,19.324
2021-06-02T08:14:30Z,0.006531,0.405,0.053,0.068,2.847,717.927,16.454,7.468,19.324
2021-06-02T08:14:31Z,0.0065970000000000004,0.405,0.052,0.068,2.888,717.927,16.456,7.468,19.324
2021-06-02T08:14:31Z,0.006667,0.404,0.052,0.068,2.924,717.927,16.454,7.468,19.328
2021-06-02T08:14:31Z,0.006735,0.405,0.053,0.068,2.961,718.335,16.454,7.468,19.328
2021-06-02T08:14:31Z,0.00681,0.406,0.053,0.068,2.982,718.335,16.388,7.468,19.328
2021-06-02T08:14:32Z,0.006874,0.406,0.053,0.068,3.014,718.744,16.388,7.468,19.324
2021-06-02T08:14:32Z,0.006945,0.405,0.053,0.068,2.982,718.335,16.388,7.468,19.328
2021-06-02T08:14:32Z,0.007016,0.406,0.053,0.068,3.051,717.927,16.39,7.468,19.324
2021-06-02T08:14:32Z,0.007084,0.405,0.053,0.068,2.994,717.927,16.385,7.468,19.328
2021-06-02T08:14:33Z,0.0071590000000000004,0.405,0.053,0.068,3.076,718.744,16.388,7.468,19.328
2021-06-02T08:14:33Z,0.007223,0.405,0.053,0.068,2.998,717.927,16.323,7.468,19.324
2021-06-02T08:14:33Z,0.007292,0.405,0.053,0.068,3.055,717.927,16.321,7.468,19.328
2021-06-02T08:14:33Z,0.007366,0.406,0.053,0.068,3.1,718.335,16.323,7.468,19.328
2021-06-02T08:14:34Z,0.00743,0.405,0.053,0.068,3.223,717.927,16.323,7.468,19.285
2021-06-02T08:14:34Z,0.0075,0.405,0.06,0.068,3.816,730.183,16.406,7.477,19.311
2021-06-02T08:14:34Z,0.007579,0.405,0.083,0.068,3.309,731.817,16.437,7.475,19.319
2021-06-02T08:14:35Z,0.00771,0.405,0.125,0.068,6.911,729.366,16.416,7.476,19.324
2021-06-02T08:14:35Z,0.007778,0.405,0.156,0.068,8.31,728.957,16.406,7.491,19.306
2021-06-02T08:14:35Z,0.007848,0.404,0.169,0.068,9.561,728.14,16.338,7.502,19.324
2021-06-02T08:14:35Z,0.007923,0.405,0.18,0.068,9.618,728.957,16.325,7.5,19.324
2021-06-02T08:14:36Z,0.007992,0.403,0.187,0.068,11.569,728.957,16.334,7.498,19.315
2021-06-02T08:14:36Z,0.008054,0.403,0.195,0.068,10.207,728.548,16.276,7.497,19.302
2021-06-02T08:14:36Z,0.008127,0.402,0.202,0.068,7.705,729.366,16.27,7.497,19.302
2021-06-02T08:14:36Z,0.008201,0.402,0.207,0.068,7.063,729.774,16.274,7.497,19.315
2021-06-02T08:14:37Z,0.008269,0.401,0.216,0.068,8.89,729.366,16.265,7.495,19.319
2021-06-02T08:14:37Z,0.008334,0.401,0.222,0.068,8.923,730.591,16.205,7.492,19.306
2021-06-02T08:14:37Z,0.008403,0.4,0.228,0.068,10.158,730.183,16.195,7.492,19.319
2021-06-02T08:14:37Z,0.008473,0.399,0.241,0.068,12.386,730.183,16.199,7.491,19.324
2021-06-02T08:14:38Z,0.008542,0.4,0.255,0.068,13.613,728.957,16.193,7.49,19.311
2021-06-02T08:14:38Z,0.0086130000000000009,0.401,0.27,0.068,16.651,730.591,16.205,7.489,19.328
2021-06-02T08:14:38Z,0.008681,0.401,0.285,0.068,19.595,729.774,16.137,7.489,19.371
2021-06-02T08:14:38Z,0.008757,0.402,0.304,0.068,22.417,730.591,16.143,7.49,19.324
2021-06-02T08:14:39Z,0.008823,0.402,0.32,0.068,24.253,729.366,16.129,7.49,19.332
2021-06-02T08:14:39Z,0.00889,0.403,0.331,0.068,25.574,729.774,16.073,7.489,19.341
2021-06-02T08:14:39Z,0.008964,0.405,0.346,0.068,27.921,730.591,16.079,7.49,19.345
2021-06-02T08:14:39Z,0.009029,0.414,0.357,0.068,29.327,729.366,16.073,7.489,19.332
2021-06-02T08:14:40Z,0.0091,0.426,0.37,0.068,29.147,730.183,16.002,7.489,19.332
2021-06-02T08:14:40Z,0.009167,0.443,0.379,0.068,29.597,728.14,16.011,7.489,19.315
2021-06-02T08:14:40Z,0.009237,0.46,0.385,0.068,30.517,728.548,15.928,7.489,19.315
2021-06-02T08:14:40Z,0.009312,0.481,0.401,0.068,33.408,727.323,15.938,7.49,19.35
2021-06-02T08:14:41Z,0.009381,0.504,0.407,0.068,33.527,731.817,15.93,7.49,19.315
2021-06-02T08:14:41Z,0.009445,0.525,0.423,0.068,34.488,730.591,15.88,7.489,19.315
2021-06-02T08:14:41Z,0.009514,0.546,0.428,0.068,34.95,729.366,15.81,7.489,19.328
2021-06-02T08:14:41Z,0.009585,0.568,0.44,0.068,36.393,727.731,15.746,7.49,19.345
2021-06-02T08:14:42Z,0.009654,0.589,0.444,0.068,36.356,729.774,15.725,7.49,19.345
2021-06-02T08:14:42Z,0.009722,0.611,0.452,0.068,36.544,728.14,15.669,7.489,19.337
2021-06-02T08:14:42Z,0.009791,0.629,0.46,0.068,38.27,728.548,15.541,7.489,19.345
2021-06-02T08:14:42Z,0.009861,0.648,0.465,0.068,38.233,728.14,15.543,7.49,19.337
2021-06-02T08:14:43Z,0.009932,0.665,0.472,0.068,38.282,730.591,15.398,7.49,19.324
2021-06-02T08:14:43Z,0.010006,0.683,0.473,0.068,39.182,729.774,15.352,7.49,19.35
2021-06-02T08:14:43Z,0.010072,0.701,0.484,0.068,38.773,726.914,15.261,7.49,19.35
2021-06-02T08:14:43Z,0.010147,0.713,0.489,0.068,38.515,730.183,15.199,7.49,19.358
2021-06-02T08:14:44Z,0.010208,0.73,0.495,0.068,39.096,730.591,15.135,7.489,19.324
2021-06-02T08:14:44Z,0.010278,0.741,0.496,0.068,39.644,731,15.005,7.49,19.354
2021-06-02T08:14:44Z,0.010355,0.753,0.501,0.068,39.419,727.323,14.934,7.49,19.35
2021-06-02T08:14:44Z,0.010422,0.768,0.512,0.068,40.073,728.14,14.876,7.489,19.337
2021-06-02T08:14:45Z,0.010486,0.778,0.519,0.068,40.355,728.957,14.721,7.489,19.341
2021-06-02T08:14:45Z,0.010556,0.788,0.521,0.068,40.597,728.548,14.738,7.49,19.345
2021-06-02T08:14:45Z,0.010627,0.799,0.529,0.068,40.347,728.957,14.595,7.489,19.341
2021-06-02T08:14:45Z,0.0107,0.807,0.535,0.068,40.56,728.957,14.543,7.489,19.345
2021-06-02T08:14:46Z,0.010764,0.818,0.532,0.068,40.658,728.957,14.377,7.49,19.35
2021-06-02T08:14:46Z,0.010834,0.823,0.538,0.068,40.339,728.14,14.34,7.49,19.315
2021-06-02T08:14:46Z,0.010903,0.83,0.545,0.068,41.566,729.366,14.282,7.491,19.341
2021-06-02T08:14:46Z,0.010978,0.836,0.545,0.068,41.14,729.774,14.23,7.49,19.328
2021-06-02T08:14:47Z,0.011048,0.841,0.547,0.068,40.883,729.366,14.127,7.49,19.319
2021-06-02T08:14:47Z,0.011111,0.845,0.559,0.068,42.003,728.957,14.135,7.49,19.332
2021-06-02T08:14:47Z,0.01118,0.846,0.561,0.068,41.958,728.548,14.137,7.49,19.341
2021-06-02T08:14:47Z,0.011251,0.852,0.568,0.068,42.081,728.548,14.131,7.49,19.332
2021-06-02T08:14:48Z,0.011319,0.851,0.571,0.068,41.938,730.591,14.203,7.49,19.337
2021-06-02T08:14:48Z,0.011389,0.855,0.57,0.068,42.596,728.548,14.282,7.49,19.324
2021-06-02T08:14:48Z,0.011459,0.855,0.56,0.068,42.449,730.183,14.338,7.49,19.345
2021-06-02T08:14:48Z,0.011534,0.854,0.58,0.068,42.702,729.366,14.458,7.489,19.319
2021-06-02T08:14:49Z,0.011603,0.855,0.585,0.068,42.15,728.14,14.537,7.491,19.332
2021-06-02T08:14:49Z,0.011673,0.856,0.582,0.068,41.382,729.774,14.727,7.489,19.332
2021-06-02T08:14:49Z,0.011736,0.853,0.588,0.068,42.461,726.914,14.876,7.49,19.319
2021-06-02T08:14:49Z,0.011811,0.854,0.59,0.068,41.917,728.14,15.071,7.489,19.306
2021-06-02T08:14:50Z,0.011875,0.853,0.6,0.068,42.702,728.548,15.272,7.489,19.294
2021-06-02T08:14:50Z,0.011946,0.851,0.606,0.068,43.181,728.548,15.477,7.489,19.332
2021-06-02T08:14:50Z,0.01202,0.849,0.606,0.068,43.185,728.548,15.667,7.489,19.324
2021-06-02T08:14:50Z,0.012089,0.847,0.607,0.068,44.543,729.774,15.928,7.49,19.311
2021-06-02T08:14:51Z,0.012153,0.845,0.605,0.068,44.175,727.731,16.137,7.489,19.311
