date_time,p_f,p_r,f_p,f_r,c_p,c_r,t_f
2021-08-12T20:49:24Z,0.909613,0.365848,2.362348,37.10964,378.648445,15.098472,21.015185
2021-08-12T20:49:25Z,0.906301,0.36391,2.414254,37.113362,378.62711,15.12035,21.0195
2021-08-12T20:49:25Z,0.856386,0.331344,2.350174,37.538712,376.95846,15.142671,21.032445
2021-08-12T20:49:25Z,0.875528,0.281978,2.407292,37.797556,376.931156,15.142671,21.03676
2021-08-12T20:49:26Z,0.873105,0.261431,2.40472,38.008468,376.92608,15.142671,21.02813
2021-08-12T20:49:26Z,0.869794,0.240625,2.327652,38.858149,376.393991,15.142671,20.993611
2021-08-12T20:49:26Z,0.867371,0.223114,2.284568,34.978703,377.278281,15.196078,21.01087
2021-08-12T20:49:27Z,0.866159,0.192229,2.199278,29.727458,378.87692,15.200828,21.049704
2021-08-12T20:49:27Z,0.862282,0.180016,2.216767,28.700793,378.168105,15.207888,21.023815
2021-08-12T20:49:27Z,0.863009,0.169678,2.103419,24.49889,378.472832,15.22623,21.015185
2021-08-12T20:49:27Z,0.863171,0.159469,2.097555,22.902408,377.873583,15.258343,21.015185
2021-08-12T20:49:28Z,0.862282,0.151844,2.101201,20.796924,377.798227,15.272899,21.0195
2021-08-12T20:49:28Z,0.863494,0.145835,2.089154,18.69144,378.307809,15.279219,21.006556
2021-08-12T20:49:28Z,0.862767,0.139309,2.089154,16.322239,378.249326,15.279219,21.002241
2021-08-12T20:49:28Z,0.86309,0.132654,2.089154,14.973879,378.300641,15.279219,21.006556
2021-08-12T20:49:29Z,0.864302,0.125611,2.089154,13.497913,378.351956,15.279219,21.015185
2021-08-12T20:49:29Z,0.864302,0.115725,2.089154,13.497913,378.403272,15.279219,21.032445
2021-08-12T20:49:29Z,0.865675,0.103125,2.089154,11.387435,383.528517,15.279219,21.02813
2021-08-12T20:49:30Z,0.867694,0.090073,2.163722,8.525568,391.612618,15.279219,21.015185
2021-08-12T20:49:30Z,0.853398,0.070753,2.194715,8.073598,394.958039,15.279219,21.02813
2021-08-12T20:49:30Z,0.636696,0.060932,2.19983,7.06319,395.958821,15.271293,21.02813
2021-08-12T20:49:31Z,0.575393,0.057442,2.204845,6.711297,395.958821,15.27114,21.02813
2021-08-12T20:49:31Z,0.536948,0.054793,2.117223,5.090788,395.212916,15.222373,21.032445
2021-08-12T20:49:31Z,0.504398,0.052661,0.126044,0.511968,383.91682,15.183432,21.032445
2021-08-12T20:49:32Z,0.472091,0.049301,0.126044,0.494954,383.91682,15.183432,21.032445
2021-08-12T20:49:32Z,0.466437,0.048203,0,0.494954,383.91682,15.134331,21.02813
2021-08-12T20:49:32Z,0.461106,0.047169,0,1.482222,384.884481,15.118215,21.02813
2021-08-12T20:49:33Z,0.457714,0.046846,0,2.942313,384.770243,15.118215,21.032445
2021-08-12T20:49:33Z,0.451576,0.045941,0,3.51489,384.835202,15.118215,21.02813
2021-08-12T20:49:33Z,0.449072,0.045101,0,3.144886,384.653566,15.070739,21.032445
2021-08-12T20:49:34Z,0.446245,0.044778,0,3.144886,384.268045,15.055037,21.02813
2021-08-12T20:49:34Z,0.445922,0.044326,0,3.144886,384.651525,15.052999,21.032445
2021-08-12T20:49:35Z,0.443903,0.044132,0,3.144886,384.43425,15.052999,21.03676
2021-08-12T20:49:35Z,0.444145,0.043615,0,3.144886,384.790403,15.052999,21.032445
2021-08-12T20:49:35Z,0.443095,0.043292,0,3.144886,384.789656,14.983706,21.032445
2021-08-12T20:49:36Z,0.442933,0.04355,0,3.144886,384.805336,14.968286,21.032445
2021-08-12T20:49:36Z,0.441318,0.043292,0,3.144886,384.643788,14.912375,21.032445
2021-08-12T20:49:36Z,0.442287,0.043421,0,3.110449,384.76462,14.912375,21.032445
2021-08-12T20:49:37Z,0.44156,0.043292,0,2.919625,384.766944,14.862703,21.032445
2021-08-12T20:49:37Z,0.441076,0.043292,0,2.936792,384.669445,14.852467,21.032445
2021-08-12T20:49:37Z,0.44253,0.043356,0,2.883876,384.757822,14.847159,21.032445
2021-08-12T20:49:37Z,0.44253,0.043356,0,2.881169,384.669445,14.847159,21.032445
2021-08-12T20:49:38Z,0.442287,0.043033,0,2.881169,384.669445,14.847159,21.02813
2021-08-12T20:49:38Z,0.443741,0.042646,0,2.881169,384.413485,14.847159,21.032445
2021-08-12T20:49:38Z,0.442691,0.043163,0,2.881291,384.293133,14.847159,21.032445
2021-08-12T20:49:39Z,0.442772,0.043163,0,2.958188,384.400651,14.851526,21.032445
2021-08-12T20:49:39Z,0.443337,0.043163,0,2.932521,384.423132,14.847159,21.03676
2021-08-12T20:49:39Z,0.443095,0.043098,0,2.926284,384.092781,14.855726,21.032445
2021-08-12T20:49:40Z,0.443176,0.043098,0,2.945797,384.449458,14.85512,21.03676
2021-08-12T20:49:40Z,0.443983,0.043163,0,2.939719,384.253772,14.855633,21.03676
2021-08-12T20:49:40Z,0.443822,0.043163,0,2.93732,384.246545,14.856655,21.02813
2021-08-12T20:49:40Z,0.444226,0.04284,0,2.931962,384.241063,14.856196,21.032445
2021-08-12T20:49:41Z,0.443579,0.043098,0,2.916678,384.293133,14.855798,21.03676
2021-08-12T20:49:41Z,0.443903,0.043098,0,2.916506,384.293133,14.85607,21.03676
2021-08-12T20:49:41Z,0.445922,0.043098,0,2.906576,384.293133,14.833133,21.032445
2021-08-12T20:49:42Z,0.445841,0.043098,0,2.90597,384.293133,14.832319,21.041075
2021-08-12T20:49:42Z,0.445599,0.043227,0,2.914469,384.281816,14.810777,21.03676
2021-08-12T20:49:42Z,0.445841,0.043098,0,2.88952,384.293133,14.794476,21.032445
2021-08-12T20:49:43Z,0.446406,0.043098,0,2.929753,384.414531,14.790094,21.03676
2021-08-12T20:49:43Z,0.44681,0.043163,0,2.914313,384.293133,14.790094,21.032445
2021-08-12T20:49:43Z,0.446972,0.043033,0,2.919582,384.293133,14.790094,21.03676
2021-08-12T20:49:43Z,0.446245,0.042775,0,2.920422,384.293133,14.790094,21.03676
2021-08-12T20:49:44Z,0.445114,0.043098,0,2.919713,384.293133,14.790094,21.032445
2021-08-12T20:49:44Z,0.446729,0.043033,0,2.920387,384.293133,14.790094,21.03676
2021-08-12T20:49:44Z,0.447295,0.043098,0,2.918888,384.456386,14.790094,21.03676
2021-08-12T20:49:45Z,0.448749,0.043033,0,2.919701,384.514493,14.760563,21.032445
2021-08-12T20:49:45Z,0.448991,0.043098,0,2.913381,384.48459,14.749453,21.03676
2021-08-12T20:49:45Z,0.448749,0.043033,0,2.895614,384.57981,14.733445,21.032445
2021-08-12T20:49:46Z,0.449072,0.043227,0,2.922776,384.559972,14.724878,21.03676
2021-08-12T20:49:46Z,0.448345,0.042969,0,2.923782,384.498394,14.724878,21.03676
