date_time,p_f,p_r,f_p,f_r,c_p,c_r,t_f
2021-08-13T02:40:02Z,0.968412,0.439509,2.386341,41.241718,487.201541,20.046517,20.984981
2021-08-13T02:40:02Z,0.966554,0.430657,2.347046,42.272861,487.568326,20.072639,20.980666
2021-08-13T02:40:03Z,0.925201,0.365913,2.381152,42.272861,487.346317,20.078753,21.002241
2021-08-13T02:40:03Z,0.940789,0.307307,2.323276,42.272861,487.590726,20.078753,21.002241
2021-08-13T02:40:04Z,0.935378,0.259492,2.319346,42.272861,487.636401,20.088943,20.984981
2021-08-13T02:40:04Z,0.935216,0.218656,2.223078,38.553097,488.800497,20.088943,21.002241
2021-08-13T02:40:04Z,0.932874,0.200952,2.211973,38.327889,488.908014,20.088943,20.997926
2021-08-13T02:40:04Z,0.931662,0.186349,2.203424,33.619085,492.65098,20.093019,21.015185
2021-08-13T02:40:05Z,0.932308,0.17349,2.156801,26.915215,496.724466,20.083267,21.006556
2021-08-13T02:40:05Z,0.931824,0.154106,2.128269,23.934997,498.629002,20.084062,20.984981
2021-08-13T02:40:06Z,0.932632,0.14002,2.115544,22.819415,498.69214,20.084695,20.993611
2021-08-13T02:40:06Z,0.933762,0.128648,2.113645,19.310566,498.69214,20.080891,21.01087
2021-08-13T02:40:07Z,0.934489,0.121282,2.09821,18.026939,498.69214,20.080657,21.02813
2021-08-13T02:40:07Z,0.937155,0.09899,2.07048,11.877328,499.225249,20.08282,20.997926
2021-08-13T02:40:07Z,0.933197,0.07715,2.072073,8.508554,498.115127,20.085602,21.006556
2021-08-13T02:40:08Z,0.80211,0.06875,2.105772,7.749464,495.933589,20.089955,21.015185
2021-08-13T02:40:08Z,0.622158,0.058993,2.101178,6.402502,495.925856,20.09082,21.0195
2021-08-13T02:40:09Z,0.547528,0.053113,2.096585,5.055539,495.918124,20.091686,21.0195
2021-08-13T02:40:09Z,0.51934,0.051239,2.079549,0.665398,489.358245,19.995376,21.0195
2021-08-13T02:40:09Z,0.497856,0.048526,0.116204,0.482194,484.768576,19.87657,21.015185
2021-08-13T02:40:10Z,0.479441,0.046393,0.116204,0.482194,484.768576,19.799544,21.0195
2021-08-13T02:40:10Z,0.472737,0.045101,0.022134,2.540403,484.965693,19.799544,21.023815
2021-08-13T02:40:10Z,0.470071,0.044584,0,3.648471,484.768576,19.734327,21.0195
2021-08-13T02:40:11Z,0.465952,0.044067,0,4.216364,484.768576,19.728213,21.023815
2021-08-13T02:40:11Z,0.462964,0.043292,0,4.492774,484.956732,19.658921,21.0195
